time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11
998.772763315204,24.7316000618347,24.7296190259516,24.7275707068318,24.7256829626162,24.7243695575074,24.7218128897759,24.7188963127575,24.7155438809774,24.7113052172083,24.7075196236592,24.0526259604397
1058.7727633152,24.9085060230029,24.9069063640685,24.9053682651858,24.9031665979045,24.900895622513,24.8973071159259,24.8934794438067,24.8896326281557,24.885595409815,24.8821511706797,24.2238256510385
1118.7727633152,25.0784141632732,25.0769787643688,25.0745168636233,25.0713596819105,25.0679527030543,25.0636767389452,25.0597394201392,25.0561180645636,25.052543160862,25.0494368345007,24.3869983313107
1178.7727633152,25.2411874307212,25.2387453242163,25.2351862118316,25.2311270790131,25.2272463288967,25.2231692542262,25.2195596710804,25.2162685642402,25.2130897208496,25.2095531776253,24.5426741487211
1238.7727633152,25.3957898634309,25.3922303601916,25.3880109250687,25.3839107140019,25.3802329855432,25.376579856335,25.3733016587299,25.3699981351974,25.3661053391008,25.3617500650142,24.6913127422719
1298.7727633152,25.5422628811767,25.5383307136,25.534310024688,25.5305519729999,25.5271642949062,25.5238741389529,25.520065705549,25.5157793778593,25.5115553585792,25.50770258503,24.8332680851972
1358.7727633152,25.6819665214537,25.6782426804054,25.6745877293729,25.6711620614391,25.6676238002557,25.6635850852995,25.6590950779474,25.6549033185364,25.6520744789935,25.6508104475254,24.9689722881732
1418.7727633152,25.8158401625044,25.8123724606564,25.809011342235,25.8049668777352,25.8004206163043,25.7961838955745,25.7923626581516,25.7905496915729,25.7905478504071,25.7924548690679,25.0990219002523
1478.7727633152,25.9443105737089,25.9405588195287,25.936395025892,25.9318038631678,25.9274884748174,25.9248813610732,25.9237334574553,25.9250318794401,25.9281020324893,25.9327276500743,25.2242009747897
1538.7727633152,26.0668450425287,26.0621988047745,26.0579290391157,26.0542642643401,26.052448658966,26.052737720324,26.054802522411,26.0590132906558,26.0644196656357,26.0710033406031,25.3454032235354
1598.7727633152,26.1838846732113,26.1796161807438,26.1772056803513,26.1763052548831,26.1776877255768,26.1810378626674,26.185766286321,26.1920016497399,26.1992702892859,26.2068277463038,25.4636354394564
1658.7727633152,26.2985031011729,26.2968096074996,26.2973741557029,26.299691504209,26.3039745795335,26.3095739048039,26.3162314285285,26.3239032990099,26.3314739555646,26.338339059466,25.5798789653697
1718.7727633152,26.4144980478185,26.4160423889414,26.4196651583987,26.4245465446127,26.4308044681328,26.438210985779,26.4456811758129,26.4529373226723,26.4595690189294,26.4628290848221,25.6948074558426
1778.7727633152,26.5333001604679,26.537692481608,26.5434773155677,26.5502356290009,26.5577650410238,26.5653011105474,26.5720373138653,26.5769870373161,26.5785341398478,26.5748514456732,25.8083357776994
1838.7727633152,26.6541726993487,26.6604652878643,26.6680061646082,26.6754088358882,26.6823819782191,26.6889232813547,26.6916777116923,26.6901091746333,26.6842335161493,26.6734208539401,25.9195170879934
1898.7727633152,26.775393502042,26.7827883238577,26.7902918228598,26.7969136943361,26.8012032757018,26.8023573319892,26.7980930417633,26.7891656670928,26.775216660351,26.7537024316241,26.026461753944
1958.7727633152,26.8939212757004,26.9006997482448,26.9068707714007,26.909189829358,26.9068511545719,26.9005322530141,26.8890606377572,26.8712345584488,26.8435289941827,26.8002121638746,26.1260063551803
2018.7727633152,27.0052015197056,27.008928719257,27.0093760178635,27.0046067048422,26.9950528105885,26.9804840086588,26.9578755890604,26.9203036473166,26.8857943049723,26.8456317472289,26.2148416249735
2078.7727633152,27.1021363992381,27.0991731757389,27.0921854793548,27.0800181233411,27.0611742666899,27.0315576291204,26.9909049620816,26.9557243770097,26.9281153052064,26.9006048353348,26.290789590048
2138.7727633152,27.1778763621701,27.167817246119,27.1524966529934,27.1287183368761,27.0889228377918,27.0559296635514,27.0192330093585,26.9950435143045,26.9773013001146,26.9610543604537,26.353219316978
2198.7727633152,27.2304553060504,27.2106676223482,27.1790709704711,27.1408867092123,27.1035963112091,27.0785254256332,27.0536541500759,27.0393476193418,27.0291472739228,27.020169722447,26.4028134220887
2258.7727633152,27.2546624587853,27.212649168628,27.1810533919057,27.1476324417156,27.1219825479658,27.1062854576909,27.0916598583942,27.0837522931255,27.0781480911746,27.0732594341977,26.4411192040079
2318.7727633152,27.2450865714703,27.2056748935711,27.1830288904878,27.1606616689562,27.1454874364949,27.1365685500069,27.128493856676,27.1241892040112,27.1211208948084,27.1184222418885,26.4707426409479
2378.7727633152,27.2331400036027,27.2060197339196,27.1922880341049,27.1792020859246,27.1708136531645,27.165926522925,27.1615255672988,27.1591503841786,27.1574425571051,27.1559217140282,26.4949938568862
2438.7727633152,27.2310217431456,27.2149750635684,27.2072901144886,27.2000728054728,27.1955061284748,27.1928241493979,27.190391467222,27.1890533470018,27.1880851829312,27.1872154367439,26.5165452994505
2498.7727633152,27.2382675405465,27.2293965392107,27.2252002005164,27.2212622313181,27.2187424899046,27.2172442840465,27.2158720207063,27.2151068624464,27.2145519017753,27.2140516542756,26.5368709178989
2558.7727633152,27.251330289242,27.246501044961,27.2441911195015,27.2420108390526,27.2405913212129,27.2397397882533,27.2389547202463,27.2385146211603,27.2381954758879,27.2379078558924,26.5565319578267
2618.7727633152,27.2673610888753,27.2646921260181,27.2633930176968,27.2621607030185,27.2613490173651,27.2608604078164,27.260408873252,27.2601558181984,27.259972519269,27.2598075849827,26.5756568851762
2678.7727633152,27.2846849956787,27.2831759518976,27.2824322122407,27.2817258846924,27.2812590253667,27.2809780479914,27.2807184774356,27.2805733551207,27.2804683461547,27.2803739947822,26.594248640981
2738.7727633152,27.3024384113214,27.3015714739481,27.3011422106679,27.3007353559479,27.3004669123351,27.3003056071915,27.3001567796995,27.3000737590127,27.3000137202298,27.2999598177578,26.6123023772066
2798.7727633152,27.3201886787767,27.3196877096019,27.3194398308601,27.3192056831547,27.319051734884,27.3189593648993,27.3188742342797,27.3188268045604,27.3187925091305,27.3187617249276,26.6298264524581
2858.7727633152,27.3377136634997,27.337424438001,27.3372817083881,27.3371473398611,27.3370592698305,27.3370064698203,27.3369578360026,27.3369307485802,27.3369111603814,27.336893575383,26.6468363323301
2918.7727633152,27.3548961606766,27.3547297307498,27.3546477978776,27.3545708829588,27.35452056856,27.3544904099043,27.3544626342519,27.3544471611015,27.35443597006,27.3544259213977,26.6633484579733
2978.7727633152,27.3716749242071,27.371579431585,27.3715324921249,27.3714885298564,27.3714597950228,27.3714425689629,27.3714267021749,27.3714178603365,27.3714114647305,27.3714057211166,26.6793782072415
3000,27.3775092117335,27.3774298137862,27.3773907856619,27.3773542397238,27.3773303491375,27.377316026016,27.3773028323414,27.3772954796909,27.3772901612478,27.3772853849638,26.6849356318486
