time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
45,-0.0418526836793968,-2.28716410100582e-05,-2.89215794057052e-05,-3.07950147288016e-05,-3.19791822652182e-05,-3.14228079023038e-05,-4.99889451454627e-05,-5.54048677260111e-05,-3.70049719750701e-05,-3.12112377816448e-05
46,-0.0418502637768222,-2.44931104628199e-05,-2.92648935888429e-05,-3.09716369898405e-05,-3.21132746884945e-05,-3.13302059747889e-05,-5.26054874152304e-05,-5.53256630026894e-05,-3.45134232250938e-05,-3.12471668492825e-05
47,-0.0418478470518615,-2.61122471014175e-05,-2.9607720659186e-05,-3.11480254737706e-05,-3.22471584990325e-05,-3.12378394979329e-05,-5.521830838362e-05,-5.52468266777489e-05,-3.20261729188157e-05,-3.12831059942897e-05
48,-0.0418463445573779,-2.68825468338063e-05,-2.98408111901738e-05,-3.12972505888132e-05,-3.2230892685059e-05,-3.29511495470447e-05,-5.60382218001143e-05,-5.35606351938916e-05,-3.12199437152577e-05,-3.13884770157952e-05
49,-0.0418453007652262,-2.7227275289865e-05,-3.00188063962481e-05,-3.14327480476218e-05,-3.21395559202409e-05,-3.55677970000357e-05,-5.59593692974758e-05,-5.10699258032127e-05,-3.12574925595346e-05,-3.15286223848132e-05
50,-0.0418442581185646,-2.75714851640241e-05,-3.01965519517999e-05,-3.15680226911086e-05,-3.20484673946853e-05,-3.81804936682717e-05,-5.58809064192811e-05,-4.85837756681734e-05,-3.12950502003723e-05,-3.16685476334927e-05
51,-0.0418432166177325,-2.79151763611374e-05,-3.03740478065917e-05,-3.17030744818592e-05,-3.19576271208821e-05,-4.07892388273878e-05,-5.58028331568983e-05,-4.6102185383104e-05,-3.13326166179254e-05,-3.18082527239472e-05
52,-0.0418421762630694,-2.82583487863919e-05,-3.05512939033914e-05,-3.18379033905636e-05,-3.18670351087125e-05,-4.33940317658976e-05,-5.57251494982258e-05,-4.36251555277073e-05,-3.13701917963108e-05,-3.19477376179989e-05
53,-0.0418411370549057,-2.86010023534677e-05,-3.0728290192239e-05,-3.19725093800294e-05,-3.17766913698891e-05,-4.59948717791425e-05,-5.56478554279705e-05,-4.1152686675025e-05,-3.14077757163286e-05,-3.20870022790243e-05
54,-0.041840098993583,-2.89431369567272e-05,-3.09050366301133e-05,-3.21068924129531e-05,-3.16865959164581e-05,-4.85917581675155e-05,-5.55709509358626e-05,-3.86847793864692e-05,-3.144536835889e-05,-3.2226046670733e-05
55,-0.0418390620794279,-2.92847525171225e-05,-3.10815331561742e-05,-3.22410524621342e-05,-3.15967487558022e-05,-5.11846902446766e-05,-5.54944360011411e-05,-3.6221434216735e-05,-3.14829697065366e-05,-3.23648707560159e-05
56,-0.0418380263127751,-2.9625848932735e-05,-3.12577797333957e-05,-3.23749894880487e-05,-3.15071499000785e-05,-5.3773667323842e-05,-5.54183106123984e-05,-3.37626517073059e-05,-3.15205797395829e-05,-3.25034745002201e-05
57,-0.0418369929034311,-2.99566230244075e-05,-3.1431365518142e-05,-3.24952652441812e-05,-3.15800206913686e-05,-5.61980450490274e-05,-5.51990120093993e-05,-3.14581571208145e-05,-3.15643810709643e-05,-3.27739466795124e-05
58,-0.041835976358867,-3.01349672185425e-05,-3.15673943919736e-05,-3.24071026031048e-05,-3.41735993032444e-05,-5.61220709482391e-05,-5.27365602742413e-05,-3.14979193580256e-05,-3.17054478343459e-05,-3.51299876049094e-05
59,-0.0418349608530766,-3.03130399385565e-05,-3.17031809606294e-05,-3.23192050957211e-05,-3.67629159301885e-05,-5.60465146766109e-05,-5.0279019798094e-05,-3.15376882258356e-05,-3.18462747172024e-05,-3.74824641634214e-05
60,-0.0418339463862948,-3.04908411747351e-05,-3.18387252300489e-05,-3.22315726809519e-05,-3.93479705446675e-05,-5.59713761338343e-05,-4.78263902940479e-05,-3.15774636997501e-05,-3.1986861719395e-05,-3.98313762215857e-05
61,-0.0418329329587563,-3.06683709140332e-05,-3.19740272099467e-05,-3.21442053136112e-05,-4.19287631358567e-05,-5.5896655209775e-05,-4.53786714676163e-05,-3.16172457539704e-05,-3.21272088434077e-05,-4.21767236520737e-05
62,-0.0418319205706915,-3.08456291524539e-05,-3.21090869048191e-05,-3.20571029501782e-05,-4.4505293693653e-05,-5.58223518014045e-05,-4.29358630146259e-05,-3.16570343588535e-05,-3.22673160915235e-05,-4.45185063364661e-05
63,-0.0418309092223362,-3.10226158739546e-05,-3.22439043229372e-05,-3.19702655475762e-05,-4.7077562223552e-05,-5.57484657976448e-05,-4.04979646143611e-05,-3.1696829491723e-05,-3.24071834657061e-05,-4.68567241623946e-05
64,-0.0418298989139107,-3.11993310864178e-05,-3.23784794643012e-05,-3.18836930636168e-05,-4.96455687340469e-05,-5.56749970938575e-05,-3.80649759363638e-05,-3.17366311234496e-05,-3.25468109706947e-05,-4.91913770252761e-05
65,-0.0418288896456518,-3.13757747635868e-05,-3.25128123503937e-05,-3.17973854467857e-05,-5.22093132530599e-05,-5.56019455729695e-05,-3.56368966404064e-05,-3.17764392296221e-05,-3.26861986081201e-05,-5.15224648295204e-05
66,-0.0418278814177773,-3.15519469173964e-05,-3.2646902974498e-05,-3.17113426593352e-05,-5.4768795803517e-05,-5.55293111312305e-05,-3.32137263704679e-05,-3.18162537821798e-05,-3.28253463845948e-05,-5.38499874841308e-05
67,-0.0418267219058311,-3.17129735957766e-05,-3.26957305651354e-05,-3.26643160628581e-05,-5.62964536635624e-05,-5.45352597816628e-05,-3.17574116257824e-05,-3.1896582907226e-05,-3.38217618025896e-05,-5.63301826460166e-05
68,-0.0418253256697033,-3.18506080969616e-05,-3.26125063666582e-05,-3.52298167887177e-05,-5.62246639454478e-05,-5.21091656595085e-05,-3.18011317707589e-05,-3.20399450222247e-05,-3.61547939596099e-05,-5.90512996016535e-05
69,-0.0418239311753255,-3.19879645954146e-05,-3.25295764412314e-05,-3.77904996530232e-05,-5.61533521915014e-05,-4.96886066551627e-05,-3.18448388187398e-05,-3.21830299365028e-05,-3.84837946008354e-05,-6.17672755745396e-05
