time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
378,-0.0416778243722871,-6.52231150209404e-05,-7.32771843648949e-05,-7.59116745189248e-05,-7.46906929063318e-05,-7.48112448559768e-05,-7.36651897633722e-05,-6.36030622076234e-05,-6.31499217370324e-05,-8.31788745203899e-05
379,-0.0416770676244947,-6.58430935870369e-05,-7.35200893346444e-05,-7.58274790644275e-05,-7.47040314275083e-05,-7.48744915920474e-05,-7.29419251936925e-05,-6.33382180801195e-05,-6.45599613650211e-05,-8.42839203702012e-05
380,-0.0416763131976721,-6.64606882668228e-05,-7.3762050931736e-05,-7.57435622689151e-05,-7.47173568237947e-05,-7.49375032811361e-05,-7.22222538669381e-05,-6.30745214906525e-05,-6.59654166497575e-05,-8.53854149540922e-05
381,-0.0416755610862913,-6.7075905368974e-05,-7.40030716597784e-05,-7.56599234423838e-05,-7.47306690880301e-05,-7.50002805425809e-05,-7.15061654271432e-05,-6.28119692725332e-05,-6.73662988420684e-05,-8.64833669398102e-05
382,-0.0416748112848346,-6.76887511903423e-05,-7.42431540217137e-05,-7.5576561894164e-05,-7.47439682117768e-05,-7.50628239878925e-05,-7.07936495452366e-05,-6.2550558257074e-05,-6.87626191810606e-05,-8.75777849832643e-05
383,-0.0416740637877924,-6.82992320171216e-05,-7.44823005131567e-05,-7.54934769366944e-05,-7.47572541938135e-05,-7.51251342271386e-05,-7.00846958990031e-05,-6.22902852876472e-05,-7.01543888868353e-05,-8.86686777287898e-05
384,-0.0416733185896614,-6.89073541264573e-05,-7.47205136305551e-05,-7.54106678805266e-05,-7.47705270280341e-05,-7.51872118713304e-05,-6.9379294187405e-05,-6.20311472081803e-05,-7.1541619165609e-05,-8.97560538092174e-05
385,-0.0416725756849464,-6.95131237879454e-05,-7.49577958613079e-05,-7.53281340415413e-05,-7.47837867097756e-05,-7.52490575292031e-05,-6.86774341230045e-05,-6.17731408668609e-05,-7.29243212107614e-05,-9.08399218447348e-05
386,-0.0416718350681589,-7.01165472581922e-05,-7.51941496970332e-05,-7.52458747330653e-05,-7.47970332305448e-05,-7.5310671811768e-05,-6.79791054362111e-05,-6.15162631190797e-05,-7.43025061947025e-05,-9.19202904454131e-05
387,-0.0416710967338179,-7.07176307909729e-05,-7.54295776159708e-05,-7.51638892698692e-05,-7.48102665905082e-05,-7.53720553248738e-05,-6.72842978697297e-05,-6.12605108236824e-05,-7.56761852811413e-05,-9.2997168206127e-05
388,-0.0416703606764525,-7.13163806220773e-05,-7.56640820998578e-05,-7.50821769703869e-05,-7.48234867812281e-05,-7.54332086747578e-05,-6.65930011886362e-05,-6.10058808433178e-05,-7.70453696128937e-05,-9.40705637140216e-05
389,-0.0416696268905922,-7.19128029887384e-05,-7.58976656262678e-05,-7.50007371473904e-05,-7.4836693800262e-05,-7.54941324684344e-05,-6.5905205166833e-05,-6.07523700487528e-05,-7.84100703194873e-05,-9.51404855408927e-05
390,-0.0416688953707791,-7.25069041139226e-05,-7.61303306643923e-05,-7.49195691236437e-05,-7.48498876387282e-05,-7.55548273113638e-05,-6.52208996002879e-05,-6.04999753105046e-05,-7.97702985155593e-05,-9.62069422493772e-05
391,-0.0416682164496917,-7.30025009627044e-05,-7.62790103517874e-05,-7.48637380258987e-05,-7.4875766677085e-05,-7.54230409834578e-05,-6.46490433574565e-05,-6.06505795900936e-05,-8.10540849491836e-05,-9.75088583450578e-05
392,-0.0416676349036204,-7.32391227672435e-05,-7.61983520716769e-05,-7.48780540449356e-05,-7.49382422075007e-05,-7.47282324115028e-05,-6.43961159779993e-05,-6.20235092439053e-05,-8.21292898029666e-05,-9.9581477451538e-05
393,-0.041667054784933,-7.34747449742668e-05,-7.61179844656068e-05,-7.4892351782041e-05,-7.50004658104375e-05,-7.40371995866518e-05,-6.41443877802128e-05,-6.33915843851335e-05,-8.3200736786887e-05,-0.000101646537056813
394,-0.0416664760903288,-7.37093707383618e-05,-7.60379066740424e-05,-7.49066312433211e-05,-7.50624382706011e-05,-7.33499295950679e-05,-6.38938548184198e-05,-6.47548192443392e-05,-8.42684368557792e-05,-0.000103704059654222
395,-0.0416658988165096,-7.39430032086208e-05,-7.59581178442215e-05,-7.49208924363254e-05,-7.51241603642039e-05,-7.26664095525575e-05,-6.36445131625696e-05,-6.61132280181387e-05,-8.53324009409961e-05,-0.0001057540676839
396,-0.0416653229601826,-7.4175645537411e-05,-7.58786171087267e-05,-7.49351353720451e-05,-7.51856328713441e-05,-7.19866266044589e-05,-6.33963588884678e-05,-6.74668248734495e-05,-8.63926399495632e-05,-0.000107796583539016
397,-0.041664748518066,-7.4407300851953e-05,-7.57994036208465e-05,-7.49493600578077e-05,-7.52468565685116e-05,-7.13105679260306e-05,-6.31493880824674e-05,-6.88156239469911e-05,-8.7449164764164e-05,-0.000109831629561366
398,-0.0416641754868782,-7.46379722842416e-05,-7.57204765295394e-05,-7.49635665006076e-05,-7.5307832227367e-05,-7.06382207285028e-05,-6.29035968374991e-05,-7.01596393423293e-05,-8.8501986246603e-05,-0.000111859228042036
399,-0.0416636038633451,-7.48676629629408e-05,-7.56418349765475e-05,-7.49777547088826e-05,-7.53685606258436e-05,-6.99695722459759e-05,-6.26589812599276e-05,-7.14988851328313e-05,-8.95511152299855e-05,-0.000113879401225064
400,-0.0416630336442043,-7.5096375989514e-05,-7.55634781240966e-05,-7.4991924690182e-05,-7.54290425323823e-05,-6.93046097483552e-05,-6.24155374633062e-05,-7.28333753598071e-05,-9.05965625281058e-05,-0.000115892171302381
401,-0.0416624648261871,-7.5324114491071e-05,-7.54854051095433e-05,-7.50060764571625e-05,-7.54892787161454e-05,-6.86433205366321e-05,-6.21732615677661e-05,-7.41631240364082e-05,-9.16383389267458e-05,-0.000117897560418759
402,-0.0416618974060471,-7.55508815486472e-05,-7.54076151051608e-05,-7.50202100112674e-05,-7.55492699439642e-05,-6.79856919421074e-05,-6.19321497049019e-05,-7.54881451421469e-05,-9.26764551915232e-05,-0.00011989559066676
403,-0.0416613313805286,-7.57766802688131e-05,-7.53301072572987e-05,-7.50343253658192e-05,-7.56090169840018e-05,-6.73317113207839e-05,-6.1692198019242e-05,-7.6808452625185e-05,-9.37109220612367e-05,-0.000121886284092293
404,-0.041660766746394,-7.60015137311609e-05,-7.52528807251296e-05,-7.50484225311432e-05,-7.56685205959284e-05,-6.66813660704091e-05,-6.14534026564528e-05,-7.81240604035699e-05,-9.47417502538545e-05,-0.000123869662688639
405,-0.0416602035004021,-7.62253850194461e-05,-7.5175934672822e-05,-7.50625015087936e-05,-7.57277815492396e-05,-6.6034643606494e-05,-6.12157597778551e-05,-7.94349823659835e-05,-9.57689504609283e-05,-0.000125845748401798
406,-0.0416596416393259,-7.6448297199383e-05,-7.5099268264156e-05,-7.50765623103167e-05,-7.57868005991646e-05,-6.53915313851283e-05,-6.09792655519026e-05,-8.07412323669404e-05,-9.67925333517361e-05,-0.000127814563128062
407,-0.041658938728254,-7.64447230390819e-05,-7.50918078973872e-05,-7.51256665710853e-05,-7.53129598773938e-05,-6.50506394490602e-05,-6.18915346216609e-05,-8.18441738360404e-05,-9.85165576311564e-05,-0.000128733349165203
408,-0.0416581763953044,-7.63684833923195e-05,-7.51069404265059e-05,-7.51864640815558e-05,-7.46584509676573e-05,-6.48132652135702e-05,-6.32110375090866e-05,-8.28769558980091e-05,-0.0001005022156624,-0.000129262443512038
409,-0.0416574159934804,-7.62925406109227e-05,-7.51220494554228e-05,-7.52469976558201e-05,-7.40078182894788e-05,-6.45771161256747e-05,-6.45255088450036e-05,-8.39058454278618e-05,-0.000102480059191473,-0.000129789640051753
410,-0.0416566575177776,-7.62168936793706e-05,-7.51371350077856e-05,-7.53072682377898e-05,-7.33610465646906e-05,-6.4342187542199e-05,-6.58349656506574e-05,-8.49308555244399e-05,-0.000104450115044376,-0.000130314945018764
411,-0.0416559009631998,-7.61415415900246e-05,-7.51521971094071e-05,-7.53672767682678e-05,-7.27181205658622e-05,-6.41084748280729e-05,-6.71394248996648e-05,-8.59519992466723e-05,-0.000106412409967768,-0.000130838364629085
412,-0.0416551463247697,-7.60664833285851e-05,-7.51672357877098e-05,-7.54270241833943e-05,-7.20790251138581e-05,-6.38759733692096e-05,-6.84389035117416e-05,-8.69692896158097e-05,-0.000108366970626918,-0.000131359905082284
413,-0.0416543935975178,-7.59917178942415e-05,-7.51822510633438e-05,-7.54865114191983e-05,-7.14437450774486e-05,-6.36446785604039e-05,-6.97334183600018e-05,-8.79827396161881e-05,-0.000110313823608869,-0.000131879572559238
414,-0.041653642776484,-7.59172442850731e-05,-7.51972429678394e-05,-7.55457394061576e-05,-7.08122653694798e-05,-6.34145858184332e-05,-7.10229862629919e-05,-8.89923621921196e-05,-0.000112252995423646,-0.000132397373223334
415,-0.0416528938567277,-7.58430615007688e-05,-7.52122115226794e-05,-7.56047090714196e-05,-7.01845709588089e-05,-6.31856905631278e-05,-7.23076239973475e-05,-8.99981702519453e-05,-0.000114184512500615,-0.000132913313219588
416,-0.0416521468333161,-7.57691685454032e-05,-7.52271567516782e-05,-7.56634213466834e-05,-6.95606468504306e-05,-6.29579882388542e-05,-7.35873482844429e-05,-9.10001766651902e-05,-0.000116108401192243,-0.000133427398675071
417,-0.041651401701333,-7.56955644168333e-05,-7.52420786884755e-05,-7.57218771494372e-05,-6.89404781077374e-05,-6.27314742976948e-05,-7.48621757987733e-05,-9.19983942636454e-05,-0.000118024687771646,-0.000133939635700547
418,-0.0416506584558632,-7.56222481381741e-05,-7.52569773503908e-05,-7.57800774028317e-05,-6.83240498354221e-05,-6.25061442084962e-05,-7.61321231663725e-05,-9.29928358401472e-05,-0.000119933398436724,-0.000134450030387062
419,-0.0416499170920173,-7.55492187125562e-05,-7.52718527680107e-05,-7.58380230215794e-05,-6.77113471861945e-05,-6.2281993455704e-05,-7.73972069610107e-05,-9.39835141546552e-05,-0.00012183455930305,-0.000134958588809797
420,-0.0416491776049087,-7.54764751588199e-05,-7.5286704964761e-05,-7.58957149237238e-05,-6.71023553602823e-05,-6.20590175325342e-05,-7.86574437136589e-05,-9.497044192322e-05,-0.000123728196413063,-0.00013546531702506
421,-0.0416484399896679,-7.54040164912539e-05,-7.53015339685636e-05,-7.59531540208691e-05,-6.64970596035985e-05,-6.18372119520205e-05,-7.99128499014423e-05,-9.59536318288906e-05,-0.000125614335729218,-0.000135970221072132
422,-0.0416477042414335,-7.53318417362481e-05,-7.5316339803011e-05,-7.60103412204005e-05,-6.58954452113503e-05,-6.16165722384099e-05,-8.11634419534413e-05,-9.69330965167881e-05,-0.000127493003137163,-0.000136473306972473
423,-0.041646555381492,-7.53324419552892e-05,-7.53675505830165e-05,-7.55175775017936e-05,-6.56038925500591e-05,-6.25994944912223e-05,-8.22015970558532e-05,-9.86465715319129e-05,-0.000128272128640285,-0.000136979572449389
424,-0.0416453076576715,-7.53483607298655e-05,-7.54266074842191e-05,-7.49037333388491e-05,-6.53822271354798e-05,-6.38642093487296e-05,-8.31908874413256e-05,-0.000100543301535527,-0.000128776520182061,-0.000137488279178033
425,-0.0416440638551407,-7.53642502934193e-05,-7.54853894327501e-05,-7.42938405233762e-05,-6.51618040887758e-05,-6.51237413184513e-05,-8.41761707920663e-05,-0.000102432004719474,-0.000129278967705024,-0.000137995032964702
426,-0.0416428239609032,-7.53801106854191e-05,-7.55438975491018e-05,-7.36878813638597e-05,-6.49426180510115e-05,-6.63781103260597e-05,-8.51574624292639e-05,-0.000104312712392196,-0.000129779478469587,-0.000138499841089421
427,-0.0416415879619976,-7.53959419614869e-05,-7.56021329396117e-05,-7.30858382386179e-05,-6.47246636886201e-05,-6.76273362192337e-05,-8.61347776219268e-05,-0.000106185455746269,-0.000130278059710422,-0.000139002710807468
428,-0.0416403558455099,-7.54117441722491e-05,-7.56600967076748e-05,-7.24876935951357e-05,-6.45079356830225e-05,-6.88714387799272e-05,-8.71081315825251e-05,-0.000108050265857848,-0.000130774718638024,-0.000139503649345354
429,-0.0416391275985726,-7.54275173583396e-05,-7.57177899606276e-05,-7.1893429949732e-05,-6.42924287370672e-05,-7.01104377146544e-05,-8.80775394673239e-05,-0.000109907173692123,-0.000131269462434233,-0.000140002663906194
430,-0.0416379032083533,-7.54432615807654e-05,-7.57752137879875e-05,-7.13030298864492e-05,-6.40781375749189e-05,-7.13443526600965e-05,-8.90430163756895e-05,-0.000111756210099817,-0.000131762298256011,-0.000140499761666552
431,-0.0416366826620727,-7.5458976877163e-05,-7.58323692915397e-05,-7.07164760529455e-05,-6.38650569455557e-05,-7.25732031748305e-05,-9.00045773600533e-05,-0.000113597405813209,-0.000132253233236249,-0.000140994949775569
432,-0.0416354659469879,-7.54746632992132e-05,-7.58892575581371e-05,-7.01337511727074e-05,-6.36531816086694e-05,-7.37970087557049e-05,-9.09622374062891e-05,-0.000115430791460119,-0.000132742274479548,-0.000141488235358797
433,-0.0416342530503997,-7.54903209006508e-05,-7.59458796680823e-05,-6.95548380316158e-05,-6.34425063523736e-05,-7.50157888206315e-05,-9.1916011454668e-05,-0.000117256397549656,-0.000133229429064914,-0.000141979625516181
434,-0.0416330439596529,-7.55059497278276e-05,-7.6002236705508e-05,-6.89797194833863e-05,-6.32330259801028e-05,-7.62295627215748e-05,-9.28659143871191e-05,-0.00011907425447899,-0.000133714704049388,-0.000142469127319869
435,-0.0416318386621367,-7.5521549823987e-05,-7.60583297514383e-05,-6.84083784495693e-05,-6.30247353174962e-05,-7.7438349735337e-05,-9.38119610319477e-05,-0.000120884392536019,-0.000134198106461571,-0.00014295674781746
436,-0.0416306371452775,-7.55371212457501e-05,-7.61141598723536e-05,-6.78407979183282e-05,-6.28176292098992e-05,-7.86421690720518e-05,-9.47541661648066e-05,-0.000122686841895037,-0.000134679643304145,-0.000143442494032919
437,-0.041629439396548,-7.55526640385806e-05,-7.61697281407292e-05,-6.72769609446622e-05,-6.26117025204209e-05,-7.98410398720195e-05,-9.56925445028955e-05,-0.000124481632621312,-0.000135159321556194,-0.000143926372963329
438,-0.0416282454034642,-7.55681782493856e-05,-7.6225035620936e-05,-6.67168506479632e-05,-6.24069501367619e-05,-8.10349811996569e-05,-9.6627110717229e-05,-0.000126268794666096,-0.000135637148171774,-0.000144408391580531
439,-0.0416268756505079,-7.56009842028948e-05,-7.60219402707318e-05,-6.63038592094711e-05,-6.27714843914329e-05,-8.21241239659098e-05,-9.78996963774126e-05,-0.000127538064856839,-0.000136114052924491,-0.000144841488354905
440,-0.0416252295752649,-7.5658294308667e-05,-7.54486676791122e-05,-6.60979771653913e-05,-6.39806863556025e-05,-8.30693152665818e-05,-9.97064153410721e-05,-0.000128017351138418,-0.000136596901807937,-0.00014520220412044
441,-0.0416235893650694,-7.57153187690984e-05,-7.48794020044019e-05,-6.58933401608275e-05,-6.51845691104769e-05,-8.40104057895363e-05,-0.000101504930958313,-0.00012849466703882,-0.000137077764653708,-0.000145561185355039
442,-0.0416219550025328,-7.57720587747923e-05,-7.43141244489154e-05,-6.56899496009888e-05,-6.63831560547834e-05,-8.49474048759125e-05,-0.00010329527127928,-0.000128970008945239,-0.000137556646727356,-0.000145918436785367
443,-0.041620326464926,-7.58285156280958e-05,-7.37528148282984e-05,-6.548779941562e-05,-6.75764701619785e-05,-8.58803301888589e-05,-0.000105077472287718,-0.000129443385181505,-0.000138033556364846,-0.000146273966210406
444,-0.0416187037296098,-7.58846906181443e-05,-7.3195453076158e-05,-6.52868835502307e-05,-6.87645343097065e-05,-8.68091993094788e-05,-0.000106851569811162,-0.000129914804034792,-0.000138508501865246,-0.000146627781392947
445,-0.0416170867740424,-7.59405850329076e-05,-7.26420192057042e-05,-6.50871959850807e-05,-6.99473712749699e-05,-8.77340297375517e-05,-0.000108617599522243,-0.000130384273755405,-0.000138981491491753,-0.000146979890061849
446,-0.0416154755757729,-7.59962001560255e-05,-7.20924933290679e-05,-6.48887307267421e-05,-7.11250037284117e-05,-8.86548389071873e-05,-0.000110375596926615,-0.000130851802559576,-0.000139452533472431,-0.000147330299910695
447,-0.0416138701124487,-7.60515372582593e-05,-7.15468556504173e-05,-6.46914818113187e-05,-7.22974542456956e-05,-8.95716441677852e-05,-0.000112125597379026,-0.000131317398626485,-0.000139921635999199,-0.000147679018599023
448,-0.041612270361804,-7.61065976139785e-05,-7.10050864675127e-05,-6.44954432982292e-05,-7.34647453054516e-05,-9.04844627899193e-05,-0.000113867636079623,-0.000131781070099257,-0.000140388807228345,-0.000148026053751388
449,-0.0416106763016729,-7.61613824806773e-05,-7.04671661709844e-05,-6.43006092790888e-05,-7.46268992811716e-05,-9.13933119784938e-05,-0.000115601748065436,-0.000132242825087323,-0.000140854055280228,-0.000148371412959841
450,-0.0416090879099692,-7.62158931303381e-05,-6.99330752382821e-05,-6.41069738706035e-05,-7.57839384531445e-05,-9.22982088530366e-05,-0.000117327968223252,-0.00013270267166493,-0.000141317388241677,-0.000148715103779506
451,-0.0416075051647161,-7.62701308003599e-05,-6.94027942496622e-05,-6.39145312147926e-05,-7.69358850012947e-05,-9.31991704636315e-05,-0.000119046331285372,-0.000133160617869166,-0.000141778814162358,-0.000149057133735336
452,-0.0416059280440151,-7.63240967440182e-05,-6.88763038664275e-05,-6.3723275486649e-05,-7.8082761004461e-05,-9.40962137865875e-05,-0.000120756871827277,-0.000133616671703807,-0.000142238341059392,-0.00014939751031548
453,-0.0416043565260613,-7.63777922053177e-05,-6.83535848428063e-05,-6.35332008803724e-05,-7.92245884564946e-05,-9.49893557152248e-05,-0.000122459624275179,-0.000134070841138811,-0.000142695976912473,-0.00014973624097632
454,-0.0416027905891442,-7.6431218413775e-05,-6.78346180290057e-05,-6.3344301622803e-05,-8.03613892408905e-05,-9.58786130799139e-05,-0.00012415462289897,-0.000134523134106931,-0.000143151729670159,-0.000150073333139711
455,-0.0416012302116368,-7.64843766092871e-05,-6.73193843548914e-05,-6.31565719660943e-05,-8.14931851514378e-05,-9.6764002628591e-05,-0.000125841901821633,-0.000134973558508944,-0.000143605607242754,-0.000150408794195936
456,-0.0415995049085782,-7.62722664666704e-05,-6.69537594650826e-05,-6.35648016529267e-05,-8.25157409232724e-05,-9.80038022021512e-05,-0.000126987245700427,-0.000135423283610617,-0.000144007301677643,-0.000150569935187903
457,-0.0415975604604927,-7.57428827653506e-05,-6.67644506718856e-05,-6.47124572024094e-05,-8.34122742583432e-05,-9.97119316006878e-05,-0.000127439570199755,-0.000135878466054742,-0.000144343978002372,-0.000150491705871225
458,-0.0415956235106785,-7.52174875734424e-05,-6.65763772345063e-05,-6.58547494516437e-05,-8.43046713945306e-05,-0.000101411812354124,-0.000127889914172535,-0.000136331658829342,-0.000144678927300752,-0.000150413663098356
459,-0.0415936940311316,-7.46960596401114e-05,-6.63895364453326e-05,-6.69917039447521e-05,-8.51929474551261e-05,-0.00010310347988679,-0.00012833828054476,-0.000136782869476548,-0.000145012156473619,-0.000150335805026477
460,-0.0415917719893493,-7.41785767326975e-05,-6.62039216420274e-05,-6.81233462838104e-05,-8.60771221209422e-05,-0.000104786974179039,-0.000128784678536997,-0.000137232107219817,-0.00014534367410704,-0.000150258131147593
461,-0.0415898573529929,-7.36650167318387e-05,-6.60195261954488e-05,-6.92497019524341e-05,-8.69572149568287e-05,-0.000106462335014101,-0.00012922911732402,-0.000137679381238195,-0.000145673488736793,-0.000150180640958036
462,-0.0415879500898794,-7.31553576385213e-05,-6.58363435147025e-05,-7.0370796299235e-05,-8.78332454369857e-05,-0.000108129601965656,-0.00012967160603447,-0.000138124700662531,-0.000146001608858561,-0.000150103333954432
463,-0.0415860501679828,-7.26495775740243e-05,-6.5654367039425e-05,-7.14866545494797e-05,-8.87052329270333e-05,-0.000109788814412481,-0.000130112153750112,-0.000138568074579931,-0.000146328042921279,-0.000150026209635834
464,-0.0415841575554277,-7.21476547859146e-05,-6.54735902452797e-05,-7.25973017906556e-05,-8.95731967078817e-05,-0.000111440011522801,-0.000130550769509241,-0.000139009512029692,-0.000146652799331563,-0.000149949267502711
465,-0.0415822722205028,-7.16495676192919e-05,-6.52940066497298e-05,-7.37027629938991e-05,-9.04371559506401e-05,-0.000113083232267996,-0.000130987462304166,-0.00013944902200691,-0.000146975886453425,-0.000149872507055934
466,-0.0415803941316413,-7.11552945555916e-05,-6.51156098001038e-05,-7.48030629921237e-05,-9.12971297344911e-05,-0.000114718515423218,-0.000131422241080453,-0.000139886613461607,-0.000147297312605467,-0.000149795927800234
467,-0.0415785232574301,-7.06648141934885e-05,-6.49383932688208e-05,-7.58982265030017e-05,-9.21531370450257e-05,-0.00011634589955678,-0.000131855114740564,-0.000140322295300602,-0.000147617086062972,-0.000149719529241754
468,-0.0415766595666165,-7.01781052267481e-05,-6.47623506826456e-05,-7.69882781112008e-05,-9.30051967626411e-05,-0.000117965423052313,-0.000132286092139944,-0.000140756076382642,-0.000147935215061797,-0.000149643310885669
469,-0.0415748030280893,-6.96951464867479e-05,-6.45874756878273e-05,-7.80732422760444e-05,-9.38533276826359e-05,-0.000119577124083226,-0.000132715182095317,-0.000141187965524356,-0.000148251707791487,-0.000149567272242274
470,-0.0415729536108921,-6.92159169096707e-05,-6.44137619655871e-05,-7.91531433409487e-05,-9.46975484947266e-05,-0.000121181040641849,-0.000133142393370839,-0.000141617971498115,-0.000148566572402122,-0.000149491412821209
471,-0.0415711112842151,-6.87403955479393e-05,-6.42412032388906e-05,-8.02280055134386e-05,-9.55378778054738e-05,-0.000122777210513958,-0.000133567734694667,-0.000142046103031798,-0.000148879817000812,-0.00014941573213359
472,-0.0415692760174027,-6.82685615663314e-05,-6.40697932500767e-05,-8.12978528941244e-05,-9.63743341156897e-05,-0.000124365671301474,-0.000133991214746471,-0.000142472368811,-0.000149191449651073,-0.000149340229694581
473,-0.0415674477799428,-6.78003942395367e-05,-6.38995257913333e-05,-8.23627094458379e-05,-9.72069358434746e-05,-0.000125946460408033,-0.00013441284216581,-0.000142896777475726,-0.000149501478377001,-0.000149264905018542
474,-0.0415648470863367,-6.75876675564346e-05,-6.48020749215994e-05,-8.32381057630505e-05,-9.8690808340629e-05,-0.00012655002189671,-0.000134836993819304,-0.000143226324992599,-0.000149489554016828,-0.000149255771094481
475,-0.0415621241811061,-6.74154606358224e-05,-6.58831708252872e-05,-8.40821965787386e-05,-0.000100293360841996,-0.000126973889488902,-0.000135263077320147,-0.000143537993373882,-0.000149410686270099,-0.000149261026124281
476,-0.0415594145149246,-6.72444581985565e-05,-6.69589450593144e-05,-8.49221814889223e-05,-0.000101887752366081,-0.000127395797460184,-0.000135687199011664,-0.000143847970696526,-0.000149332024705864,-0.000149265637024221
477,-0.0415567180188847,-6.70746531303279e-05,-6.80294254638003e-05,-8.57580818652837e-05,-0.000103474026253714,-0.000127815755773697,-0.000136109368848086,-0.000144156266170981,-0.000149253568664666,-0.000149269608587618
478,-0.041554034624479,-6.69060383391429e-05,-6.90946397345349e-05,-8.65899189568253e-05,-0.000105052225595037,-0.000128233774337683,-0.000136529596727247,-0.000144462888954269,-0.000149175317487725,-0.000149272945577095
479,-0.0415513642635851,-6.67386067927378e-05,-7.01546153975552e-05,-8.74177138954213e-05,-0.000106622393228228,-0.000128649863001151,-0.000136947892494549,-0.000144767848150748,-0.000149097270517588,-0.000149275652725822
480,-0.0415487068684722,-6.65723514979288e-05,-7.12093798202473e-05,-8.82414876940407e-05,-0.000108184571743941,-0.000129064031560489,-0.000137364265934303,-0.000145071152811843,-0.000149019427101528,-0.000149277734734984
481,-0.0415460623718032,-6.64072654917858e-05,-7.22589602229484e-05,-8.90612612366448e-05,-0.000109738803493131,-0.000129476289755293,-0.000137778726777393,-0.000145372811934968,-0.000148941786588398,-0.000149279196275123
482,-0.0415434307066166,-6.62433418714969e-05,-7.33033836595176e-05,-8.98770552953954e-05,-0.000111285130574235,-0.000129886647269539,-0.000138191284702605,-0.000145672834464941,-0.00014886434833062,-0.000149280041986721
483,-0.0415408118063443,-6.60805737559e-05,-7.43426770409839e-05,-9.06888905161107e-05,-0.00011282359484871,-0.00013029511373458,-0.000138601949328687,-0.000145971229296257,-0.000148787111683139,-0.000149280276478647
484,-0.0415382056047894,-6.5918954322397e-05,-7.53768671091226e-05,-9.1496787438583e-05,-0.000114354237933434,-0.000130701698721147,-0.000139010730227707,-0.000146268005269692,-0.000148710076001028,-0.000149279904333555
485,-0.0415356120361329,-6.57584767854713e-05,-7.64059804662098e-05,-9.23007664707098e-05,-0.000115877101208139,-0.000131106411755622,-0.00013941763690728,-0.000146563171176173,-0.000148633240646324,-0.000149278930099569
486,-0.0415330310349419,-6.55991343899154e-05,-7.74300435519293e-05,-9.31008479188034e-05,-0.000117392225810697,-0.000131509262303375,-0.000139822678831392,-0.000146856735752834,-0.000148556604980705,-0.000149277358298866
487,-0.0415304625361442,-6.54409204317585e-05,-7.84490826656881e-05,-9.38970519619442e-05,-0.000118899652644444,-0.000131910259779711,-0.000140225865404825,-0.00014714870768899,-0.000148480168369269,-0.000149275193422463
488,-0.0415279064750427,-6.52838282502177e-05,-7.94631239426358e-05,-9.46893986687458e-05,-0.000120399422382789,-0.000132309413544585,-0.000140627205980709,-0.000147439095622065,-0.000148403930178585,-0.000149272439933082
489,-0.0415253627873096,-6.51278512109887e-05,-8.04721933869157e-05,-9.54779079944679e-05,-0.000121891575453725,-0.000132706732908161,-0.00014102670986138,-0.000147727908137954,-0.000148327889780892,-0.00014926910226383
490,-0.0415228314089818,-6.49729827336132e-05,-8.14763168362487e-05,-9.62625997786848e-05,-0.000123376152067478,-0.000133102227121928,-0.000141424386295691,-0.00014801515377566,-0.000148252046547684,-0.000149265184818781
491,-0.0415203122764615,-6.48192162663319e-05,-8.24755199929084e-05,-9.7043493751281e-05,-0.000124853192189911,-0.00013349590539552,-0.000141820244479007,-0.000148300841023047,-0.000148176399854281,-0.000149260691974726
492,-0.0415174521425215,-6.52912207972922e-05,-8.33611653954236e-05,-9.81970513957986e-05,-0.000125762225910153,-0.000133888989394759,-0.000142158464256109,-0.000148401688140884,-0.000148135926813647,-0.00014945982716584
493,-0.0415142851989552,-6.63077804632373e-05,-8.41542654191896e-05,-9.96969057984742e-05,-0.000126158010708977,-0.000134286300378317,-0.000142445486799675,-0.000148321884088518,-0.000148131319062279,-0.000149875718602061
494,-0.0415111350318709,-6.73190383932987e-05,-8.49432788433413e-05,-0.000101188664831997,-0.000126551859762958,-0.000134681676432713,-0.000142730855381301,-0.000148242313685348,-0.000148126113939655,-0.000150289319978611
495,-0.0415080015441072,-6.83250251751755e-05,-8.57282290144257e-05,-0.000102672375791424,-0.000126943783774647,-0.000135075128339546,-0.000143014579903483,-0.000148162976015762,-0.000148120316453268,-0.000150700644782634
496,-0.0415048846388072,-6.9325771203832e-05,-8.65091392496242e-05,-0.000104148085784517,-0.000127333793530471,-0.000135466666848494,-0.000143296670244375,-0.000148083870193744,-0.000148113931584135,-0.000151109706451963
497,-0.0415017842197484,-7.03213066848285e-05,-8.72860327045255e-05,-0.000105615841613393,-0.00012772189973681,-0.000135856302648285,-0.000143577136214462,-0.000148004995340192,-0.000148106964274031,-0.000151516518333908
498,-0.0414987001913363,-7.13116616310461e-05,-8.80589323812853e-05,-0.000107075689774194,-0.000128108113036207,-0.0001362440463476,-0.000143855987563751,-0.000147926350576477,-0.000148099419431162,-0.000151921093686516
499,-0.0414956324586164,-7.22968658378731e-05,-8.88278611487769e-05,-0.000108527676442649,-0.000128492444001038,-0.000136629908498997,-0.000144133233967947,-0.000147847935035153,-0.000148091301922795,-0.000152323445682348
500,-0.041492580927247,-7.3276948927059e-05,-8.95928417071201e-05,-0.000109971847504053,-0.000128874903138565,-0.00013701389957177,-0.000144408885050767,-0.000147769747845403,-0.000148082616583049,-0.00015272358740534
