time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0,-0.0420454288874721,2.61619376443201e-05,2.61576829199139e-05,2.45543787681379e-05,2.41549673252184e-05,-9.24460946405414e-06,-2.40679487202577e-05,-2.68129186797861e-05,-2.79310222206161e-05,-2.84448400839493e-05
1,-0.0420664255397538,5.37879722413703e-05,2.5704452115527e-05,2.41274186353335e-05,2.07615606694356e-05,-1.08511426174518e-05,-2.45484956564179e-05,-2.7143011473274e-05,-2.82094438088937e-05,-2.86356462722015e-05
2,-0.0420875629739519,8.13580162521976e-05,2.54979651745924e-05,2.37005109973709e-05,1.73666164771102e-05,-1.24626376302173e-05,-2.50323662119023e-05,-2.74762862342709e-05,-2.8491763898339e-05,-2.88243644930158e-05
3,-0.0421088432571672,0.000108877312829159,2.55330616232285e-05,2.32757946205808e-05,1.39701127013225e-05,-1.40790740388308e-05,-2.55195625957771e-05,-2.78127747930235e-05,-2.87780234587282e-05,-2.90109834544527e-05
4,-0.0421302684925307,0.000136351060340101,2.58047388244642e-05,2.28553209137283e-05,1.057204769217e-05,-1.57004326568622e-05,-2.60100873029079e-05,-2.81525092833967e-05,-2.90682648886598e-05,-2.91954907753744e-05
5,-0.0421518408201803,0.000163784415304347,2.63081479030536e-05,2.24410570356381e-05,7.17243908832099e-06,-1.73266953854556e-05,-2.65039431251723e-05,-2.84955221623584e-05,-2.93625320225907e-05,-2.93778729804767e-05
6,-0.0421735624182626,0.000191182495295761,2.70385897985781e-05,2.20348889022337e-05,3.77132276241365e-06,-1.89578450387473e-05,-2.70011331648945e-05,-2.88418462262297e-05,-2.96608701474133e-05,-2.95581154876046e-05
7,-0.0421954355039644,0.000218550381829885,2.79915114358431e-05,2.16386240883271e-05,3.68751813306645e-07,-2.05938651861581e-05,-2.75016608380085e-05,-2.9191514634555e-05,-2.99633260109275e-05,-2.9736202601216e-05
8,-0.0422174623345724,0.000245893123226482,2.91625020107378e-05,2.12539946390922e-05,-3.03520439515204e-06,-2.22347400014589e-05,-2.80055298862159e-05,-2.95445609249378e-05,-3.02699478363713e-05,-2.9912117503153e-05
9,-0.0422396452085643,0.000273215737456867,3.05472893921688e-05,2.0882659781285e-05,-6.44046115028107e-06,-2.38804541262128e-05,-2.85127443792332e-05,-2.99010190370347e-05,-3.05807853384701e-05,-3.00858422373207e-05
10,-0.0422619864667306,0.000300523214975423,3.2141736628466e-05,2.05262085504199e-05,-9.84691926386727e-06,-2.55309925422109e-05,-2.90233087243408e-05,-3.0260923328404e-05,-3.0895889736926e-05,-3.025735770322e-05
11,-0.0422843823708773,0.000327799297772324,3.39506440667492e-05,1.97800220815836e-05,-1.30293801058334e-05,-2.70377607332617e-05,-2.95179036879645e-05,-3.06181059134408e-05,-3.11994099262483e-05,-3.07454416370034e-05
12,-0.0423062328206925,0.000354925858414012,3.60158622606521e-05,1.63645003513624e-05,-1.4724625168383e-05,-2.75652375497093e-05,-2.98879878421199e-05,-3.09381833589056e-05,-3.13987814571162e-05,-3.33449162278066e-05
13,-0.0423282369500589,0.00038204383341095,3.82724482339558e-05,1.2969744072e-05,-1.64234579406175e-05,-2.80960494108973e-05,-3.02614751162e-05,-3.12625580284748e-05,-3.15968743431067e-05,-3.59444765503231e-05
14,-0.0423503970572241,0.000409158009568755,4.07166894360045e-05,9.59697623587052e-06,-1.81256874444147e-05,-2.86301885296658e-05,-3.06383990193171e-05,-3.15912875881452e-05,-3.17935814961173e-05,-3.85441738683379e-05
15,-0.0423727154833058,0.000436273156415812,4.33449887923265e-05,6.24736557480743e-06,-1.9831116552016e-05,-2.91676460904e-05,-3.10187934168538e-05,-3.19244302747906e-05,-3.19887966879553e-05,-4.11440564145049e-05
16,-0.0423951946134586,0.00046339402884843,4.61538617895774e-05,2.92202863827473e-06,-2.15395425686715e-05,-2.97084122254376e-05,-3.14026925279653e-05,-3.22620449488553e-05,-3.21824144675978e-05,-4.37441694014357e-05
17,-0.0424178368780715,0.000490525369770733,4.91399336494114e-05,-3.77968193798761e-07,-2.32507577906382e-05,-3.02524759969169e-05,-3.17901309278279e-05,-3.26041911443975e-05,-3.23743300791116e-05,-4.63445550290681e-05
18,-0.042440644754004,0.000517671912734163,5.22999365928922e-05,-3.65160676646381e-06,-2.49645500357554e-05,-3.07998253848418e-05,-3.21811435485819e-05,-3.29509291224495e-05,-3.25644393784769e-05,-4.89452524883305e-05
19,-0.0424636207658591,0.000544838384583191,5.56307071788442e-05,-6.89791526375938e-06,-2.66807031474858e-05,-3.13504472774784e-05,-3.25757656831904e-05,-3.33023199214355e-05,-3.27526387543312e-05,-5.15462979640141e-05
20,-0.0424867674872954,0.00057202950810703,5.91291837293562e-05,-1.01159663907779e-05,-2.83989974743104e-05,-3.19043274730757e-05,-3.29740329854666e-05,-3.36584254091721e-05,-3.29388250465967e-05,-5.41477246346067e-05
21,-0.0425100875423796,0.000599250004693963,6.2792403834111e-05,-1.33048756087994e-05,-3.01192103282499e-05,-3.2461450674981e-05,-3.33759814779011e-05,-3.40193083338131e-05,-3.31228954678423e-05,-5.67495626674908e-05
22,-0.0425330793875989,0.000626524114213933,6.4381984568096e-05,-1.52401745601161e-05,-3.10188843767323e-05,-3.29158224633974e-05,-3.37513653877464e-05,-3.4273180223518e-05,-3.50698470083927e-05,-5.7640691744229e-05
23,-0.0425560206091377,0.000653832593828452,6.51616074123784e-05,-1.66166670894086e-05,-3.15621451055792e-05,-3.3327494990798e-05,-3.41180985916067e-05,-3.44778691309389e-05,-3.77828913106851e-05,-5.77813127838472e-05
24,-0.042579130915929,0.000681169294500628,6.60993879281757e-05,-1.79655395833311e-05,-3.2105621028844e-05,-3.37425064647068e-05,-3.44895224729247e-05,-3.46808878766564e-05,-4.04950373302793e-05,-5.7913730879558e-05
25,-0.0426024129092513,0.000708538872639886,6.71924546218894e-05,-1.92859977571902e-05,-3.26490894607678e-05,-3.41608689748973e-05,-3.48657006846997e-05,-3.48821160581769e-05,-4.32063355877838e-05,-5.80377101932483e-05
26,-0.0426258692416689,0.000735945986519937,6.84380299017517e-05,-2.05772868869802e-05,-3.31923257498312e-05,-3.45825936043376e-05,-3.52466973854992e-05,-3.50814341147643e-05,-4.59168327159309e-05,-5.81530131566754e-05
27,-0.0426495026184649,0.000763395298925718,6.98334278648183e-05,-2.18386903060863e-05,-3.37351036724387e-05,-3.50076904513386e-05,-3.56325772893351e-05,-3.52787232283241e-05,-4.86265715026468e-05,-5.82594003194908e-05
28,-0.0426733157991206,0.000790891479817646,7.13760521593443e-05,-2.30695279610504e-05,-3.42771958014021e-05,-3.54361686597526e-05,-3.60234057190656e-05,-3.54738652221243e-05,-5.1335590928403e-05,-5.83566301931016e-05
29,-0.0426973115988428,0.000818439209014921,7.30633939127201e-05,-2.42691550077501e-05,-3.48183738644314e-05,-3.58680364480612e-05,-3.64192486586312e-05,-3.56667424651902e-05,-5.40439261982745e-05,-5.8444459100554e-05
30,-0.0427214928901369,0.000846043178899303,7.48930297290729e-05,-2.54369604634208e-05,-3.53584090798664e-05,-3.63033011450131e-05,-3.68201728048745e-05,-3.58572377737315e-05,-5.67516087740666e-05,-5.8522641020034e-05
31,-0.0427458626044347,0.00087370809714532,7.68626197500399e-05,-2.65723659013117e-05,-3.58970724753105e-05,-3.67419692288706e-05,-3.7226245620442e-05,-3.60452343167866e-05,-5.94586663974425e-05,-5.85909274284369e-05
32,-0.0427700214056442,0.000899136600177763,8.01959025547583e-05,-2.68491861135089e-05,-3.63279729054256e-05,-3.71569277689554e-05,-3.75000972810402e-05,-3.79995254605053e-05,-6.04237694789775e-05,-5.7039282060467e-05
33,-0.0427941690038949,0.000923505566110594,8.42594247203454e-05,-2.66908524712561e-05,-3.67057245082014e-05,-3.75630461222354e-05,-3.77063033260294e-05,-4.0812349582045e-05,-6.05339954825104e-05,-5.47196558345342e-05
34,-0.0428185019734206,0.000947937015283062,8.84543770596768e-05,-2.64980816536697e-05,-3.70817719225203e-05,-3.79737191677498e-05,-3.79103772416289e-05,-4.3623028116474e-05,-6.06352383797498e-05,-5.24215507931858e-05
35,-0.0428393979109768,0.00097189339384457,8.28999068451242e-05,-2.7876283873296e-05,-3.28986748702187e-05,-3.39132425605793e-05,-3.58032272839703e-05,-4.64428725675398e-05,-6.07344164990711e-05,-5.0158080620033e-05
36,-0.0428478204322489,0.000993898450088515,6.64725055797843e-05,-2.8514512413147e-05,-3.33065991375836e-05,-3.38365760638171e-05,-3.3655550871009e-05,-4.50804546641287e-05,-5.74337033154501e-05,-4.53067368015314e-05
37,-0.0428531006709763,0.00101519788197624,5.00948472044738e-05,-2.91606470499417e-05,-3.36010803599907e-05,-3.36966381674908e-05,-3.32085336845755e-05,-4.74149134477297e-05,-5.72168498649342e-05,-4.28062285004888e-05
38,-0.042858353589039,0.00103624987166639,3.38311181854456e-05,-2.97978188044667e-05,-3.37668400499647e-05,-3.34788920356988e-05,-3.27661762531961e-05,-4.97879406652357e-05,-5.70143491248343e-05,-4.03244427232274e-05
39,-0.0428633724605219,0.00105529916338643,1.94000898707802e-05,-3.04269566733795e-05,-3.38042035405994e-05,-3.31839395808498e-05,-3.23294817740905e-05,-5.22002979957276e-05,-5.6826813880792e-05,-3.78625195178589e-05
40,-0.0428666557843354,0.00105961577526897,1.92684813391519e-05,-3.10551229912859e-05,-3.37194390771511e-05,-3.2818621302666e-05,-3.19058859144794e-05,-5.46556186751673e-05,-5.66583884438823e-05,-3.54292062934858e-05
41,-0.0428699182145955,0.00106379719379185,1.91305105073369e-05,-3.1673616748884e-05,-3.35043218305797e-05,-3.23748902474885e-05,-3.14873837505281e-05,-5.71484601098182e-05,-5.65047289439458e-05,-3.30166095477702e-05
42,-0.042876298320308,0.00106993931269761,2.02436809723094e-05,-3.16474168007286e-05,-3.331271044682e-05,-3.19353258572685e-05,-3.38311486619836e-05,-5.69798180314746e-05,-5.40321580372455e-05,-3.30068845879189e-05
43,-0.0428827301731763,0.00107598091255273,2.13806249910187e-05,-3.14744290507152e-05,-3.30416645392129e-05,-3.15014885738929e-05,-3.6253015370552e-05,-5.67859566138473e-05,-5.15462370858991e-05,-3.30306421844201e-05
44,-0.0428891604737622,0.00108188453815128,2.25212496232086e-05,-3.11630979730193e-05,-3.26890821580328e-05,-3.10727416638623e-05,-3.87120197100077e-05,-5.66071752914621e-05,-4.9082604058226e-05,-3.30514028153428e-05
45,-0.0428955893847128,0.00108765158158663,2.3664136043211e-05,-3.07134845165535e-05,-3.2254765532258e-05,-3.06490555180283e-05,-4.12082595015739e-05,-5.64434993870488e-05,-4.66412337790864e-05,-3.3069209371947e-05
46,-0.0429020170655245,0.00109328340128817,2.48079036447302e-05,-3.01256526295535e-05,-3.17385202097675e-05,-3.02304009091592e-05,-4.37418310469395e-05,-5.62949532591367e-05,-4.42221021439426e-05,-3.30841030419665e-05
47,-0.0429084436725552,0.00109878132270336,2.59512088634506e-05,-2.9399668753316e-05,-3.11401550658896e-05,-2.98167489961587e-05,-4.63128291406378e-05,-5.61615603162369e-05,-4.18251860850802e-05,-3.30961233547394e-05
48,-0.0429148693590348,0.00110414663895853,2.70927440376156e-05,-2.85356013368099e-05,-3.04594823090643e-05,-2.94080713287848e-05,-4.8921347080233e-05,-5.60433430336488e-05,-3.94504635388079e-05,-3.31053082243404e-05
49,-0.042921294275075,0.00110938061150223,2.82312363018011e-05,-2.75335203677174e-05,-2.96963174867271e-05,-2.90043398522566e-05,-5.15674766771446e-05,-5.59403229675598e-05,-3.70979134130742e-05,-3.3111693991783e-05
50,-0.0429277185676791,0.00111448447073265,2.93654465135518e-05,-2.6393496924626e-05,-2.88504794866418e-05,-2.86055269126395e-05,-5.4251308265918e-05,-5.58525207711713e-05,-3.47675155561722e-05,-3.31153154662922e-05
51,-0.0429348080589417,0.00112002822942842,3.09907638820772e-05,-2.52535354482997e-05,-2.81177225445184e-05,-2.94389134214423e-05,-5.57869078579021e-05,-5.48054148952065e-05,-3.34200981940841e-05,-3.30198634776041e-05
52,-0.042942871963714,0.00112626994349257,3.3403969374679e-05,-2.42031857463632e-05,-2.76405667154478e-05,-3.20464962765832e-05,-5.56566581899898e-05,-5.23903775453e-05,-3.34462454819537e-05,-3.27531710311024e-05
53,-0.0429509597523114,0.00113239168715801,3.59346074465527e-05,-2.3059412862958e-05,-2.71652793899513e-05,-3.469129730993e-05,-5.55417401940927e-05,-4.99982409844918e-05,-3.34695182828554e-05,-3.24397476539201e-05
54,-0.0429590717062794,0.00113839469197935,3.85815457751848e-05,-2.18221477462643e-05,-2.66917433848768e-05,-3.73734117982139e-05,-5.54421675386108e-05,-4.76289500297433e-05,-3.34899576744721e-05,-3.20795421051429e-05
55,-0.0429672081060387,0.0011442801569187,4.13436912388154e-05,-2.04913251636851e-05,-2.62198427786187e-05,-4.00929344691048e-05,-5.53579533996429e-05,-4.52824512867239e-05,-3.35076036728221e-05,-3.16725018244396e-05
56,-0.0429753692309537,0.00115004924900436,4.42199890676731e-05,-1.90668834312291e-05,-2.57494629373189e-05,-4.28499595387377e-05,-5.52891104786957e-05,-4.29586931213061e-05,-3.35224952618604e-05,-3.12185729051118e-05
57,-0.0429835553593983,0.00115570310397195,4.72094220178576e-05,-1.75487641505545e-05,-2.52804905372939e-05,-4.56445807485162e-05,-5.52356510190033e-05,-4.06576256341273e-05,-3.35346704204292e-05,-3.07177000678227e-05
58,-0.0429917667688222,0.00116124282688584,5.03110095740333e-05,-1.59369119553943e-05,-2.48128135876824e-05,-4.8476891400473e-05,-5.51975868227639e-05,-3.83792006335704e-05,-3.35441661500416e-05,-3.01698266355205e-05
59,-0.0430000037358145,0.00116666949274247,5.35238071743827e-05,-1.42312742641426e-05,-2.43463214503192e-05,-5.13469843939074e-05,-5.51749292670434e-05,-3.61233716115045e-05,-3.35510185004509e-05,-2.95748945083052e-05
60,-0.0430082665361673,0.0011719841470556,5.68469054623155e-05,-1.24318010431557e-05,-2.38809048584976e-05,-5.42549522616342e-05,-5.5167689319624e-05,-3.38900937185971e-05,-3.35552625956234e-05,-2.8932844138671e-05
61,-0.0430166608895289,0.00117827519789404,6.030048492639e-05,-1.13400191258939e-05,-2.63466847031379e-05,-5.44119270756704e-05,-5.30083064284037e-05,-3.37346060625549e-05,-3.31288385674589e-05,-3.12571666539058e-05
62,-0.0430251031543031,0.001184636969571,6.38515083298263e-05,-1.0299828578475e-05,-2.90906282971459e-05,-5.43510586261675e-05,-5.0689449660607e-05,-3.37502169339837e-05,-3.26205395031684e-05,-3.38658583324269e-05
63,-0.0430335842836334,0.00119098118855054,6.74974443933829e-05,-9.24723705120201e-06,-3.18685181371903e-05,-5.43051209144219e-05,-4.83938312781651e-05,-3.37629393151323e-05,-3.20647792407258e-05,-3.65063414752426e-05
64,-0.0430421045673337,0.00119730846180477,7.12378439385875e-05,-8.18210733688485e-06,-3.46803933982676e-05,-5.42740998913938e-05,-4.6121377215963e-05,-3.37728162650985e-05,-3.1461466080733e-05,-3.91787333889754e-05
65,-0.0430506642979037,0.00120361938874108,7.50722738684928e-05,-7.10430597550271e-06,-3.752629432896e-05,-5.42579813119781e-05,-4.3872015676516e-05,-3.37798893195046e-05,-3.08105061719369e-05,-4.18831532101871e-05
66,-0.0430592637705978,0.00120991456144143,7.90003169308662e-05,-6.01370314112781e-06,-4.04062623011736e-05,-5.42567507629821e-05,-4.16456770906959e-05,-3.37841985326159e-05,-3.01118034726697e-05,-4.46197219259453e-05
67,-0.0430679032834945,0.00121619456489769,8.30215714857085e-05,-4.9101725319578e-06,-4.33203398585436e-05,-5.42703936886046e-05,-3.9442294082731e-05,-3.37857825185861e-05,-2.93652597081542e-05,-4.73885623987619e-05
68,-0.0430765831375673,0.00122245997724119,8.71356512823773e-05,-3.79359126084777e-06,-4.62685707648403e-05,-5.4298895414584e-05,-3.72618014363446e-05,-3.37846784902451e-05,-2.85707743324926e-05,-5.01897993870626e-05
69,-0.043085303636755,0.0012287113699686,9.13421852434815e-05,-2.66383975150442e-06,-4.92510000497104e-05,-5.43422411760641e-05,-3.51041360595605e-05,-3.37809222976659e-05,-2.77282444880594e-05,-5.30235595687656e-05
70,-0.0430937256338702,0.00123534453932789,9.52450294680052e-05,-3.25740316864387e-06,-5.06418129949671e-05,-5.31977616309298e-05,-3.40686221240172e-05,-3.34254890545782e-05,-2.87289257075996e-05,-5.61544356130206e-05
71,-0.0431018605242222,0.00124237558127271,9.88207633714211e-05,-5.50048201475306e-06,-5.05163278319287e-05,-5.09390406828181e-05,-3.40744182354136e-05,-3.27028762044379e-05,-3.15324521238183e-05,-5.95733458922804e-05
72,-0.0431100263353289,0.00124944252763282,0.000102428317365566,-7.76358158210977e-06,-5.04020041154352e-05,-4.87036376144445e-05,-3.40771914748572e-05,-3.19321919780707e-05,-3.43679007757669e-05,-6.30295071060855e-05
73,-0.0431182232298206,0.00125654558679017,0.000106067585036895,-1.00467171432195e-05,-5.02987742645455e-05,-4.64914533679917e-05,-3.40769852505141e-05,-3.11133612704018e-05,-3.7235334694366e-05,-6.65230365691494e-05
74,-0.0431264513723794,0.00126368496875262,0.000109738463559994,-1.23499060014631e-05,-5.02065715739519e-05,-4.4302391056017e-05,-3.40738412181185e-05,-3.02463073602044e-05,-4.01348181751776e-05,-7.00540534221417e-05
75,-0.0431347109297636,0.00127086088518519,0.00011344085365883,-1.46731674474099e-05,-5.01253302256366e-05,-4.21363559267585e-05,-3.40677993280192e-05,-2.9330951884135e-05,-4.30664167841571e-05,-7.36226786492017e-05
76,-0.0431430020708333,0.00127807354944487,0.000117174659566011,-1.70165227172947e-05,-5.00549852970877e-05,-3.9993255328663e-05,-3.40588978741674e-05,-2.83672148094494e-05,-4.60301973654528e-05,-7.72290350955079e-05
77,-0.043151324966576,0.00128532317661462,0.000120939788985031,-1.93799949531615e-05,-4.99954727715135e-05,-3.78729986784121e-05,-3.40471735378323e-05,-2.73550144086754e-05,-4.90262280480325e-05,-8.08732474847362e-05
78,-0.0431596797901318,0.00129260998353664,0.000124736153052085,-2.17636091638385e-05,-4.99467295439482e-05,-3.5775497428725e-05,-3.40326614332587e-05,-2.62942672324545e-05,-5.20545782531218e-05,-8.45554424372813e-05
79,-0.0431678894437649,0.00129991836149107,0.000127900837877948,-2.35656067893442e-05,-4.94793027947527e-05,-3.40777814335502e-05,-3.38486283434358e-05,-2.59414290809529e-05,-5.52154052233939e-05,-8.77039362694038e-05
80,-0.0431753374553261,0.0013071886589921,0.000128162459549774,-2.27301917289369e-05,-4.71373282031617e-05,-3.40478543831013e-05,-3.2897924715003e-05,-2.89343389432983e-05,-5.88589109323384e-05,-8.83359332737865e-05
81,-0.0431827991476637,0.00131448493676162,0.000128422388551208,-2.1895446424669e-05,-4.48156031679359e-05,-3.40139554648178e-05,-3.18986989314707e-05,-3.19589562573636e-05,-6.25388500549232e-05,-8.89711767147472e-05
82,-0.0431902745491677,0.00132180731091958,0.000128680454298036,-2.10613694442974e-05,-4.25140015640757e-05,-3.39761182392984e-05,-3.08509126125678e-05,-3.50152977188073e-05,-6.62552904546407e-05,-8.96096297762494e-05
83,-0.043197763688429,0.00132915589648391,0.000128936490140896,-2.02279607465772e-05,-4.02324000711163e-05,-3.39343746259546e-05,-2.97545273096333e-05,-3.81033801905017e-05,-7.0008300073969e-05,-9.02512564524144e-05
84,-0.0432052665942351,0.00133653080739149,0.000129190333272411,-1.93952216182569e-05,-3.79706781212796e-05,-3.38887549628519e-05,-2.8609504489796e-05,-4.12232206977309e-05,-7.37979469506503e-05,-9.08960215288968e-05
85,-0.0432127832955674,0.00134393215651984,0.000129441824637477,-1.85631546161247e-05,-3.57287178449628e-05,-3.38392880658844e-05,-2.74158055246776e-05,-4.43748364201552e-05,-7.76242992340664e-05,-9.15438905644966e-05
86,-0.0432203138215985,0.00135136005570857,0.000129690808845118,-1.77317635092211e-05,-3.35064040200006e-05,-3.37860012852853e-05,-2.61733916763207e-05,-4.75582446872874e-05,-8.14874252003106e-05,-9.21948298741176e-05
87,-0.0432278582016877,0.00135881461577803,0.000129937134082936,-1.69010532234948e-05,-3.13036240188191e-05,-3.37289205621372e-05,-2.48822240848101e-05,-5.07734629716233e-05,-8.53873932680077e-05,-9.28488065109617e-05
88,-0.0432354164653788,0.00136629594655202,0.00013018065203152,-1.60710297883448e-05,-2.91202677591418e-05,-3.36680704799419e-05,-2.35422637591964e-05,-5.4020508882785e-05,-8.93242720118037e-05,-9.35057882504309e-05
89,-0.0432419245844559,0.00137040020950918,0.000133248079503545,-1.31431019655959e-05,-2.87369909238722e-05,-3.25332040125303e-05,-2.63785689088025e-05,-5.78356498431715e-05,-9.02322443938758e-05,-9.37652837349895e-05
90,-0.0432483430600832,0.00137422519809927,0.000136548958611149,-1.00582517716385e-05,-2.84905853625839e-05,-3.12637891415335e-05,-2.95863010614794e-05,-6.17308405247152e-05,-9.0893827606825e-05,-9.39922496321355e-05
91,-0.0432547585133286,0.00137804621275361,0.000139854247437621,-6.98593975301254e-06,-2.82366193838923e-05,-2.99449411697572e-05,-3.28247425777639e-05,-6.56613968648551e-05,-9.15581040067462e-05,-9.42193916548817e-05
92,-0.0432611708781934,0.00138186334352552,0.000143163738540841,-3.92612932492709e-06,-2.79751405426465e-05,-2.85766671732635e-05,-3.60938518770004e-05,-6.9627320176166e-05,-9.22250306082048e-05,-9.4446704472867e-05
93,-0.0432675800878919,0.00138567667701234,0.000146477229433506,-8.78786360569705e-07,-2.77061957262292e-05,-2.71589759778257e-05,-3.93935864440587e-05,-7.36286108256462e-05,-9.28945650942592e-05,-9.46741824481706e-05
94,-0.043273986074845,0.00138948629640845,0.000149794522447066,2.15612091419848e-06,-2.7429831197634e-05,-2.56918781494919e-05,-4.27239028282511e-05,-7.7665268237409e-05,-9.35666657977396e-05,-9.49018196479412e-05
95,-0.0432803887706745,0.00139329228156099,0.000153115424593731,5.17862202442654e-06,-2.71460926368761e-05,-2.41753859869798e-05,-4.60847566378653e-05,-8.17372908986785e-05,-9.42412916827562e-05,-9.51296098559845e-05
96,-0.0432867881061965,0.00139709470902039,0.000156439747436676,8.18874434488359e-06,-2.68550251802946e-05,-2.26095135130722e-05,-4.94761025386647e-05,-8.58446763621762e-05,-9.49184023268032e-05,-9.53575465841572e-05
97,-0.043293184011417,0.00140089365209306,0.000159767306961545,1.11865131945943e-05,-2.65566734567457e-05,-2.09942764690663e-05,-5.28978942483382e-05,-8.99874212507978e-05,-9.5597957903662e-05,-9.55856230833996e-05
98,-0.0433009818257926,0.00140660904810597,0.000164618323115262,1.28127672358036e-05,-2.52479550187923e-05,-2.29378176499484e-05,-5.67910255679649e-05,-9.1632004922057e-05,-9.59549249812328e-05,-9.61523452370772e-05
99,-0.043309335158962,0.00141307754252334,0.000170039538991529,1.3928284226028e-05,-2.3509478415118e-05,-2.62811609389457e-05,-6.08877642552796e-05,-9.23112719522362e-05,-9.61871464107075e-05,-9.68387537196858e-05
100,-0.0433176763853087,0.00141952988925859,0.000175447599925826,1.50558194906281e-05,-2.17191340459166e-05,-2.96523517827607e-05,-6.50177400314533e-05,-9.29928734385299e-05,-9.64191255557606e-05,-9.75122913391968e-05
101,-0.043326005376095,0.00142596613214374,0.000180842415472282,1.61951790443315e-05,-1.98770248415192e-05,-3.30512753148327e-05,-6.91808825498685e-05,-9.3676751545535e-05,-9.66508530191035e-05,-9.81729889343863e-05
102,-0.043334322001513,0.00143238631180936,0.000186223897190418,1.73461707310696e-05,-1.79832574646044e-05,-3.64778152906475e-05,-7.33771197963529e-05,-9.43628492428017e-05,-9.6882319429864e-05,-9.88208767807863e-05
103,-0.0433426261306814,0.00143879046571971,0.000191591958593529,1.85086042019944e-05,-1.60379422662338e-05,-3.99318540970639e-05,-7.7606378097006e-05,-9.50511102865426e-05,-9.71135154432187e-05,-9.94559846083515e-05
104,-0.0433509176316436,0.00144517862820487,0.000196946515102381,1.9682290891665e-05,-1.40411932438855e-05,-4.34132727597514e-05,-8.18685821250553e-05,-9.57414792022437e-05,-9.73444317408784e-05,-0.000100078341618126
105,-0.0433591963713655,0.00145155083049603,0.000202287483996089,2.08670439960645e-05,-1.19931280000429e-05,-4.69219509513508e-05,-8.61636549079892e-05,-9.6433901266943e-05,-9.75750590307481e-05,-0.000100687976499036
106,-0.0433674622157334,0.00145790710075605,0.000207614784366872,2.20626784512845e-05,-9.89386770311462e-06,-5.0457766998524e-05,-9.04915178337462e-05,-9.71283224930203e-05,-9.7805388047302e-05,-0.000101284917444128
107,-0.0433753065208711,0.00146540686386143,0.000211739705766711,2.41709398065559e-05,-1.07792315660049e-05,-5.43814451269831e-05,-9.27704798456552e-05,-9.75623206355414e-05,-9.82683702978882e-05,-0.000101822553905034
108,-0.0433828165067416,0.00147376975494118,0.000214946077563172,2.70172647413025e-05,-1.40096101447496e-05,-5.86148826932087e-05,-9.34520193995036e-05,-9.77937714779498e-05,-9.89016188618075e-05,-0.000102327496658505
109,-0.0433903046873236,0.00148209500196633,0.000218154870800291,2.99160844128843e-05,-1.72616548087534e-05,-6.28782449971221e-05,-9.41353166620529e-05,-9.8024784083911e-05,-9.95215474124261e-05,-0.000102839834191265
110,-0.0433977709070384,0.00149038277015223,0.000221365743518054,3.2867087259969e-05,-2.05352072272236e-05,-6.71714016211578e-05,-9.48202996236269e-05,-9.82553455593088e-05,-0.00010012819633242,-0.000103359540643388
111,-0.0434052150093769,0.00149863321873217,0.000224578360856598,3.58699583509203e-05,-2.38301081172398e-05,-7.14942203719482e-05,-9.55068972960382e-05,-9.84854430187004e-05,-0.000100721605418422,-0.000103886590489224
112,-0.0434126368369094,0.00150684650107508,0.000227792394868143,3.89243794750027e-05,-2.71461972545239e-05,-7.58465672918152e-05,-9.61950396941302e-05,-9.87150635865658e-05,-0.000101301813906926,-0.000104420958515442
113,-0.0434200362312963,0.00151502276480175,0.000231007524332527,4.20300292284792e-05,-3.04833134824323e-05,-8.02283066709819e-05,-9.68846578170146e-05,-9.89441943983899e-05,-0.000101868860500141,-0.000104962619799809
114,-0.0434274130332994,0.00152316215189802,0.000234223434578573,4.51865831014864e-05,-3.38412947218369e-05,-8.46393010596191e-05,-9.75756836299191e-05,-9.91728226025085e-05,-0.000102422783389663,-0.000105511549691059
115,-0.0434347670827923,0.00153126479882482,0.000237439817310725,4.8393713558359e-05,-3.72199779795634e-05,-8.90794112793358e-05,-9.82680500472566e-05,-9.94009353601083e-05,-0.000102963620281983,-0.000106067723787462
116,-0.0434404043079384,0.00153781977951473,0.000241389491538457,4.92124349957823e-05,-4.09174294778714e-05,-9.1864968087163e-05,-9.87528053925102e-05,-9.97835660871971e-05,-0.00010349631937543,-0.000105753937640521
117,-0.0434437565788717,0.00154230409996314,0.000246311275754807,4.68885518887796e-05,-4.50257208810534e-05,-9.24840994800946e-05,-9.89671787816337e-05,-0.000100357936652321,-0.0001040372872654,-0.0001042892579107
118,-0.0434470813761169,0.00154674820506578,0.000251268249231995,4.45517972759157e-05,-4.91583285138208e-05,-9.31035437104488e-05,-9.91806891703639e-05,-0.000100918893842963,-0.000104585104470985,-0.000102811322423013
119,-0.0434503785786045,0.00155115222543462,0.000256259885785981,4.22022670224509e-05,-5.33151132726672e-05,-9.37232224231255e-05,-9.93933200743868e-05,-0.000101466481467083,-0.000105139769220899,-0.000101320143419431
120,-0.0434536480652088,0.00155551628792588,0.000261285662875255,3.98400574471713e-05,-5.74959346921755e-05,-9.43430588126737e-05,-9.96050550256256e-05,-0.00010200074310257,-0.000105701279145887,-9.98157344591633e-05
121,-0.0434568897147641,0.00155984051572716,0.000266345061501694,3.74652653442609e-05,-6.17006509534557e-05,-9.49629775971461e-05,-9.98158775803171e-05,-0.000102521722109436,-0.000106269631281679,-9.82981104076242e-05
