time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
297,-0.0435130838979503,0.00143560479782562,0.000272638502765654,8.92762114740875e-05,7.73369387274681e-06,-3.42472339442401e-05,-4.63653674008246e-05,-4.6882106556817e-05,-4.82921929667868e-05,-4.81195216788521e-05
298,-0.0435132448224808,0.0014352056458668,0.000272984676406074,8.96967804717153e-05,7.33776338757153e-06,-3.4018367866484e-05,-4.58894570388724e-05,-4.70434584414897e-05,-4.8253403255788e-05,-4.88971935449639e-05
299,-0.0435133827254379,0.00143479217652842,0.000273327309920079,9.01152847146425e-05,6.94130288281247e-06,-3.37943046089251e-05,-4.54224672984671e-05,-4.72047607902176e-05,-4.82132342282462e-05,-4.96734809710964e-05
300,-0.0435134976613797,0.00143436438565708,0.000273666422709928,9.0531714793618e-05,6.54431846569548e-06,-3.35750053854778e-05,-4.49643262232513e-05,-4.73660151125294e-05,-4.81716965423096e-05,-5.04483829033703e-05
301,-0.043513589685432,0.00143392226988642,0.000274002033978871,9.09460612765756e-05,6.14681651867066e-06,-3.33604315202463e-05,-4.45149621843832e-05,-4.75272226678203e-05,-4.81288010884678e-05,-5.12218980183166e-05
302,-0.0435136588532849,0.00143346582663328,0.000274334162733592,9.13583147122976e-05,5.74880369208497e-06,-3.31505444479685e-05,-4.40743038742086e-05,-4.76883844769405e-05,-4.80845589791515e-05,-5.1994024731758e-05
303,-0.043513705221191,0.00143299505409755,0.000274662827783823,9.17684656361883e-05,5.3502868939681e-06,-3.29453057132389e-05,-4.36422803016256e-05,-4.78495013330749e-05,-4.80389815378374e-05,-5.27647612076632e-05
304,-0.0435137288459618,0.00143250995125854,0.00027498804774484,9.21765045737155e-05,4.95127328303813e-06,-3.27446769704531e-05,-4.32188207875606e-05,-4.80105738111247e-05,-4.7992080289723e-05,-5.3534105366751e-05
305,-0.043513729784965,0.00143201051787351,0.000275309841038351,9.25824220450733e-05,4.55177025904252e-06,-3.25486199834191e-05,-4.28038549592502e-05,-4.81716022790318e-05,-4.79438669514706e-05,-5.43020548943451e-05
306,-0.0435137060399696,0.00143149834812129,0.000275624267115859,9.29662977612322e-05,4.17668264607318e-06,-3.23472181125162e-05,-4.24126369619193e-05,-4.83269766551747e-05,-4.79135692734237e-05,-5.50483436053406e-05
307,-0.0435144982712784,0.00143205654987955,0.000275791104755341,9.27453986133142e-05,4.54718888009964e-06,-3.18175816279576e-05,-4.25429934779176e-05,-4.82706529144478e-05,-4.8683808184069e-05,-5.49165405854674e-05
308,-0.0435152772054506,0.00143261218352531,0.000275954862910488,9.25222387570535e-05,4.91233411226144e-06,-3.12967695621502e-05,-4.26734477239621e-05,-4.82130999351349e-05,-4.94524236419533e-05,-5.47843906821693e-05
309,-0.0435160293779608,0.00143314993691174,0.000276115724823889,9.22969096987525e-05,5.2721959585833e-06,-3.07846865073569e-05,-4.28039850348672e-05,-4.81543130145118e-05,-5.021939982916e-05,-5.46518834532855e-05
310,-0.043516754857113,0.00143366980087201,0.000276273710212438,9.20694230822083e-05,5.62681177163071e-06,-3.02812610939451e-05,-4.29346092934713e-05,-4.80943038631693e-05,-5.09847369261837e-05,-5.45190225364478e-05
311,-0.0435174537119223,0.00143417176723487,0.00027642883854484,9.18397907156421e-05,5.97621884412813e-06,-2.97864222429944e-05,-4.30653241006995e-05,-4.80330844474935e-05,-5.17484347901803e-05,-5.43858117836721e-05
312,-0.0435181260121097,0.00143465582882107,0.000276581129046549,9.16080245659812e-05,6.32045440795981e-06,-2.93000991607451e-05,-4.31961327885533e-05,-4.79706669760799e-05,-5.2510492967936e-05,-5.42522552526986e-05
313,-0.0435187718280978,0.00143512197944184,0.000276730600702213,9.13741367531418e-05,6.65955563194931e-06,-2.88222213365441e-05,-4.33270384291029e-05,-4.79070638886581e-05,-5.32709107082321e-05,-5.41183571987208e-05
314,-0.0435193912310048,0.00143557021389445,0.00027687727226039,9.11381395451993e-05,6.99355961986114e-06,-2.83527185382937e-05,-4.34580438459786e-05,-4.78422878436996e-05,-5.40296869741622e-05,-5.39841220659754e-05
315,-0.0435199842926405,0.00143600052795978,0.000277021162237934,9.09000453523934e-05,7.32250340840235e-06,-2.78915208098418e-05,-4.35891516232245e-05,-4.77763517069685e-05,-5.47868204551563e-05,-5.38495544803036e-05
316,-0.0435205510855002,0.0014364129183998,0.00027716228892094,9.06598667239633e-05,7.64642396466897e-06,-2.74385584669301e-05,-4.37203641161787e-05,-4.77092685410158e-05,-5.55423095774943e-05,-5.37146592415189e-05
317,-0.04352109168276,0.00143680738295371,0.000277300670370573,9.04176163410431e-05,7.96535818503585e-06,-2.6993762095251e-05,-4.38516834595504e-05,-4.76410515945352e-05,-5.62961525160804e-05,-5.35794413157181e-05
318,-0.0435214193833476,0.00143724888842695,0.000277013102063906,9.07213998460055e-05,8.4938836777404e-06,-2.69527694177762e-05,-4.38184749086967e-05,-4.81838302030246e-05,-5.63865519767198e-05,-5.58017385794696e-05
319,-0.0435216694683949,0.00143771000660031,0.000276585764535653,9.11973959926704e-05,9.08428028356667e-06,-2.7043571455998e-05,-4.37296039965951e-05,-4.89318815906498e-05,-5.62515408246422e-05,-5.88339457008452e-05
320,-0.0435218909999602,0.00143815037563155,0.000276157023330281,9.16667128786353e-05,9.66557416226532e-06,-2.7135078551288e-05,-4.36398953782002e-05,-4.96780117864998e-05,-5.61161973112734e-05,-6.18585985967673e-05
321,-0.0435220840915886,0.0014385700274438,0.00027572689330102,9.21293962939385e-05,1.02378435062889e-05,-2.72272947230978e-05,-4.35493637358508e-05,-5.04222216861083e-05,-5.59805161334387e-05,-6.4875686727639e-05
322,-0.0435222488575132,0.00143896899478496,0.000275295389525421,9.2585491790198e-05,1.08011661834606e-05,-2.73202236300008e-05,-4.34580239465354e-05,-5.11645118077136e-05,-5.58444928084323e-05,-6.78851987918755e-05
323,-0.0435223854126459,0.00143934731122941,0.00027486252729203,9.30350446839978e-05,1.13556197376408e-05,-2.74138685804615e-05,-4.33658910685697e-05,-5.19048823127283e-05,-5.57081236405438e-05,-7.08871227599744e-05
324,-0.0435224938725672,0.00143970501117957,0.000274428322087128,9.34781000606066e-05,1.19012813889485e-05,-2.75082325452147e-05,-4.32729803279408e-05,-5.26433330253345e-05,-5.5571405688952e-05,-7.38814459069481e-05
325,-0.0435225743535166,0.00144004212986598,0.000273992789582178,9.3914702777087e-05,1.24382280348723e-05,-2.76033181682012e-05,-4.31793071057895e-05,-5.33798634509142e-05,-5.54343367364582e-05,-7.68681548441869e-05
326,-0.0435226269723826,0.00144035870334874,0.000273555945621395,9.43448974651817e-05,1.29665362511577e-05,-2.76991277775585e-05,-4.30848869265588e-05,-5.41144727944087e-05,-5.52969152597671e-05,-7.984723555024e-05
327,-0.0435226518466925,0.00144065476851679,0.000273117806210921,9.47687285342003e-05,1.34862822905868e-05,-2.77956633960574e-05,-4.29897354459197e-05,-5.48471599768896e-05,-5.51591404003154e-05,-8.28186734012082e-05
328,-0.0435226490946026,0.00144093036308873,0.000272678387505387,9.51862401744608e-05,1.39975420849758e-05,-2.78929267515382e-05,-4.28938684396141e-05,-5.55779236527665e-05,-5.50210119362668e-05,-8.57824531994705e-05
329,-0.0435223310884277,0.00144091354776599,0.000272493456751621,9.56687503356202e-05,1.42897891762805e-05,-2.79167007549708e-05,-4.30762778103611e-05,-5.60072838046571e-05,-5.59416970132565e-05,-8.84848265794019e-05
330,-0.0435214119253673,0.00144034137129312,0.000272789666777462,9.62744411506233e-05,1.41839423620782e-05,-2.78007777881895e-05,-4.37897246141072e-05,-5.5861863073145e-05,-5.89200075099133e-05,-9.07067727742988e-05
331,-0.0435204637758163,0.0014397491894706,0.000273079643555829,9.68701161177532e-05,1.40760391177386e-05,-2.76849842322235e-05,-4.45011099575454e-05,-5.5716284603699e-05,-6.18890894076227e-05,-9.29327494326726e-05
332,-0.0435194868218908,0.00143913705273724,0.000273363461117448,9.74558679074367e-05,1.39660865524638e-05,-2.75693340570649e-05,-4.52104365586126e-05,-5.55705438857051e-05,-6.48489330674837e-05,-9.51626250217941e-05
333,-0.0435184812462205,0.00143850501284037,0.0002736411930232,9.80317885833082e-05,1.38540921782448e-05,-2.74538413231884e-05,-4.59177067486105e-05,-5.54246372074102e-05,-6.77995283763014e-05,-9.73962687116359e-05
334,-0.0435174472319299,0.00143785312282557,0.000273912912354346,9.85979696098704e-05,1.3740063896206e-05,-2.73385201696175e-05,-4.66229224926895e-05,-5.52785616221019e-05,-7.07408647800875e-05,-9.96335503670592e-05
335,-0.0435163849626204,0.00143718143702565,0.000274178691703819,9.91545018610984e-05,1.36240099797291e-05,-2.72233848005454e-05,-4.73260854104984e-05,-5.51323149159122e-05,-7.36729313161183e-05,-0.000101874340539154
336,-0.0435152946223526,0.00143649001105006,0.000274438603168448,9.97014756256576e-05,1.35059390619086e-05,-2.71084494732343e-05,-4.8027196795003e-05,-5.49858955767729e-05,-7.65957166442635e-05,-0.000104118510458051
337,-0.0435141763956275,0.00143577890177327,0.000274692718340075,0.000100238980615286,1.33858601197856e-05,-2.6993728486191e-05,-4.8726257631887e-05,-5.48393027641758e-05,-7.95092090772609e-05,-0.000106365932025149
338,-0.0435130304673689,0.00143504816732304,0.000274941108298787,0.000100767105970012,1.32637824628024e-05,-2.68792361685644e-05,-4.94232686162888e-05,-5.46925362804596e-05,-8.24133966090893e-05,-0.000108616477807869
339,-0.0435118570229054,0.00143429786706939,0.000275183843605586,0.000101285940264539,1.31397157183688e-05,-2.67649868694875e-05,-5.01182301703429e-05,-5.45455965428182e-05,-8.530826694364e-05,-0.00011087002103273
340,-0.0435106562479521,0.00143352806161273,0.000275420994294506,0.000101795571513852,1.30136698200944e-05,-2.66509949470861e-05,-5.08111424601942e-05,-5.43984845555595e-05,-8.81938075213418e-05,-0.000113126435580854
341,-0.0435089168125619,0.00143340199590519,0.000275786165126468,0.000101618497633127,1.30272359588623e-05,-2.71640545712049e-05,-5.08368054882025e-05,-5.66318310503411e-05,-9.05578078963243e-05,-0.000117053453972255
342,-0.0435070408143109,0.00143348458213693,0.000276173260928159,0.000101252445624367,1.30771903863458e-05,-2.78486847622994e-05,-5.0677961509954e-05,-5.95305280582659e-05,-9.27826919569497e-05,-0.000121457207297393
343,-0.0435051358433738,0.00143353916618744,0.000276551976061024,0.000100883293901177,1.31254458437535e-05,-2.85313150600319e-05,-5.05194018414201e-05,-6.24175764233625e-05,-9.50084634595491e-05,-0.000125841763952264
344,-0.0435032021683044,0.00143356584139004,0.000276922482806918,0.000100511074906939,1.31720028460069e-05,-2.92119481319908e-05,-5.03611237707702e-05,-6.52929798907603e-05,-9.72349809944331e-05,-0.000130207155941198
345,-0.0435012400575465,0.00143356470319472,0.000277284951242962,0.000100135821226532,1.32168618286466e-05,-2.98905862635146e-05,-5.02031252779256e-05,-6.81567419103662e-05,-9.94621050858999e-05,-0.000134553414456506
346,-0.0434992497794057,0.00143353584913564,0.000277639549246311,9.97575655793392e-05,1.32600231596003e-05,-3.05672313793415e-05,-5.00454050012811e-05,-7.10088656743074e-05,-0.000101689698146668,-0.000138880569929237
347,-0.0434972316020224,0.00143347937879879,0.000277986442501044,9.93763408094206e-05,1.33014871512849e-05,-3.12418850648699e-05,-4.98879622051751e-05,-7.38493541513063e-05,-0.000103917624434742,-0.000143188652078449
348,-0.0434951857933443,0.00143339539379,0.000278325794502932,9.89921798797422e-05,1.33412540704869e-05,-3.19145485863093e-05,-4.97307967488869e-05,-7.66782101205288e-05,-0.000106145750011839,-0.000147477689958805
349,-0.0434931126210993,0.00143328399770259,0.000278657766565882,9.86051158641255e-05,1.33793241493541e-05,-3.25852229100532e-05,-4.95739090572711e-05,-7.94954362031419e-05,-0.000108373942703584,-0.000151747712006225
350,-0.043491012352769,0.00143314529608468,0.000278982517829984,9.82151819386989e-05,1.3415697595609e-05,-3.32539087210537e-05,-4.9417300091753e-05,-8.23010348932757e-05,-0.000110602072061074,-0.000155998746081937
351,-0.043488885255562,0.00143297939640741,0.000279300205266564,9.78224113759585e-05,1.34503746019865e-05,-3.39206064414732e-05,-4.92609713226011e-05,-8.5095008587055e-05,-0.000112830009324508,-0.000160230819514523
352,-0.0434867138332038,0.00143279798024271,0.000279591888815045,9.74299496005471e-05,1.34667715829817e-05,-3.45678920177783e-05,-4.9156780749432e-05,-8.78621816667452e-05,-0.00011507740105101,-0.000164380947178883
353,-0.0434836191313948,0.00143360232145107,0.000278664633245773,9.71521541272002e-05,1.27356752707142e-05,-3.44122264181457e-05,-5.19619051109754e-05,-9.00640743695946e-05,-0.000119325372269684,-0.000163274055410237
354,-0.0434805105392493,0.0014343795583181,0.000277738538552785,9.68717204404834e-05,1.20060434287694e-05,-3.42576653131199e-05,-5.47537348974392e-05,-9.22643007869317e-05,-0.000123551369398796,-0.000162158337134358
355,-0.0434773797058894,0.00143512005586482,0.000276813892971017,9.65887335341309e-05,1.12779128444984e-05,-3.41041849105661e-05,-5.75322850095428e-05,-9.44627270062087e-05,-0.000127755483090998,-0.000161033987671894
356,-0.0434742269260564,0.00143582397271952,0.00027589086327634,9.63032190871016e-05,1.05512890095083e-05,-3.39517785741261e-05,-6.0297581579688e-05,-9.66592231125135e-05,-0.00013193779693773,-0.000159901185386724
357,-0.0434710524934981,0.00143649147015407,0.000274969612871045,9.60152023668503e-05,9.82617768874317e-06,-3.38004402568592e-05,-6.30496504374634e-05,-9.88536615644103e-05,-0.000136098392704356,-0.000158760108938019
358,-0.0434678567009422,0.00143712271202179,0.000274050301801665,9.57247082568058e-05,9.10258489816851e-06,-3.36501644702669e-05,-6.57885171433115e-05,-0.000101045917132378,-0.000140237350423199,-0.000157610937206093
359,-0.0434646398400696,0.00143771786469782,0.000273133086774235,9.54317612834599e-05,8.38051688345498e-06,-3.35009462542613e-05,-6.85142070217803e-05,-0.000103235866839899,-0.000144354748481755,-0.00015645384922125
360,-0.0434614022014889,0.00143827709701866,0.000272218121172563,9.51363856406262e-05,7.65998010043845e-06,-3.33527811494649e-05,-7.12267451917492e-05,-0.000105423389907197,-0.000148450663707916,-0.000155289024094521
361,-0.0434581440747115,0.00143880058022267,0.000271305555077317,9.48386052133099e-05,6.94098119646824e-06,-3.32056651697332e-05,-7.39261565965155e-05,-0.00010760836769616,-0.000152525171452741,-0.000154116640950192
362,-0.0434548657481268,0.00143928848789071,0.000270395535285184,9.45384436001895e-05,6.22352699175543e-06,-3.30595947758416e-05,-7.66124660317447e-05,-0.00010979068365928,-0.000156578345667652,-0.000152936878862295
363,-0.0434515675089779,0.00143974099588667,0.000269488205330126,9.42359241350443e-05,5.50762446160924e-06,-3.29145668501729e-05,-7.92856981713386e-05,-0.000111970223289376,-0.000160610258980912,-0.000151749916791316
364,-0.0434482494774207,0.0014401582308638,0.00026858382373951,9.39295749475821e-05,4.79482825921362e-06,-3.27707721766712e-05,-8.19458779545701e-05,-0.000114146873568505,-0.000164620980961039,-0.000150555932342866
365,-0.0434442277098708,0.00144021088307289,0.000267722623115918,9.29446302445069e-05,4.85942218730884e-06,-3.54644933292514e-05,-8.40928157724852e-05,-0.000118192337464851,-0.000163480255715262,-0.000145939525150018
366,-0.0434401909411058,0.00144022150429673,0.000266865812780237,9.19613390102936e-05,4.922176897737e-06,-3.81478909927124e-05,-8.62410182994044e-05,-0.000122232783697537,-0.000162298039275206,-0.000141275106507799
367,-0.0434361438824228,0.00144019913548638,0.000266013050884639,9.09794885862736e-05,4.98299645945721e-06,-4.08178520252545e-05,-8.8385767630178e-05,-0.000126250818510337,-0.000161109986476594,-0.000136607441955414
368,-0.0434319801775968,0.00144011059818649,0.000265156846558035,8.99952909386714e-05,5.03992732536762e-06,-4.34753614234062e-05,-9.05270361650501e-05,-0.000130910917344532,-0.000159250262800593,-0.000131936751285339
369,-0.0434273787661121,0.00143985468688546,0.00026427460794598,8.89974119805959e-05,5.08702622203927e-06,-4.61229386808926e-05,-9.37292483039753e-05,-0.000134820393001167,-0.000157931299813792,-0.000126749960360537
370,-0.0434226554418262,0.0014395293715721,0.000263389361684241,8.79973058062755e-05,5.13014781367005e-06,-4.875735544696e-05,-9.69069270963518e-05,-0.000138700086367016,-0.000156698610624749,-0.000122174880916079
371,-0.0434179292313929,0.00143917202274618,0.000262509735660776,8.69992429981536e-05,5.1715128016605e-06,-5.13775776438963e-05,-0.000100053626824165,-0.000142557298692114,-0.000155475358932185,-0.000117632544412757
372,-0.0434132003011051,0.00143878289542482,0.000261635805543892,8.60032317303028e-05,5.21113740858947e-06,-5.39836611991862e-05,-0.000103169616030324,-0.000146392101885204,-0.000154261512426479,-0.000113122838061655
373,-0.0434084688156723,0.00143836224487631,0.000260767644015836,8.50092801782942e-05,5.24903734588911e-06,-5.6575661773195e-05,-0.000106255161329033,-0.00015020456824931,-0.000153057038607907,-0.000108645648467867
374,-0.0434037349382244,0.0014379103265737,0.000259905320820708,8.40173965198088e-05,5.28522783538321e-06,-5.91536347691601e-05,-0.000109310527411866,-0.000153994770471302,-0.000151861904791356,-0.000104200861646628
375,-0.0433989415436391,0.00143740918947421,0.000259044817227938,8.30255804305513e-05,5.31864669528481e-06,-6.20750697601924e-05,-0.000111978720541916,-0.000157762198875075,-0.000150675655099672,-9.97886120929631e-05
376,-0.0433940478142052,0.00143684574942343,0.000258183389556743,8.20324542152306e-05,5.34853692346626e-06,-6.55956401037772e-05,-0.000114004166735127,-0.000161506298221509,-0.00014949804317569,-9.54092717848493e-05
377,-0.0433887081223326,0.00143610022045015,0.000256941623374751,8.15109037133332e-05,3.5650369440976e-06,-6.87767807491246e-05,-0.000117202771416941,-0.000161946944842714,-0.000146144004913487,-9.44964616127614e-05
378,-0.0433831561735117,0.00143524957853969,0.000255520903447937,8.12181422906177e-05,9.04141159052685e-07,-7.17833359522579e-05,-0.000120983110036582,-0.000160739537736682,-0.000141688055708716,-9.53596977768256e-05
379,-0.043377608076939,0.00143436845550782,0.000254110909635064,8.09237489557413e-05,-1.74211482617537e-06,-7.47598977480224e-05,-0.000124739914154209,-0.000159542063871573,-0.00013726639178973,-9.62180404426305e-05
380,-0.0433720639555846,0.00143345715103349,0.000252711658724925,8.06277527069521e-05,-4.37379775786173e-06,-7.77067527749087e-05,-0.000128473280254698,-0.000158354479336362,-0.0001328788622314,-9.70715082907886e-05
381,-0.0433665239309123,0.00143251596400729,0.000251323165250228,8.03301818038116e-05,-6.99097391265724e-06,-8.06241851861733e-05,-0.000132183304935918,-0.000157176740162579,-0.00012852531594848,-9.79201200355939e-05
382,-0.0433609881228849,0.00143154519249494,0.000249945441523958,8.00310638050528e-05,-9.59370911413071e-06,-8.35124766641604e-05,-0.000135870084900042,-0.000156008802329202,-0.000124205601708137,-9.87638944234259e-05
383,-0.0433554566499729,0.0014305451337065,0.000248578497673901,7.97304256039966e-05,-1.21820687458696e-05,-8.63719064352897e-05,-0.000139533716944862,-0.000154850621766456,-0.000119919568143736,-9.96028502306678e-05
384,-0.0433499296291615,0.00142951608396436,0.000247222341677844,7.94282934626911e-05,-1.4756117767023e-05,-8.92027512848226e-05,-0.000143174297955934,-0.000153702154359697,-0.000115667063767186,-0.00010043700626261
385,-0.043344407175958,0.00142845833867133,0.000245876979400705,7.91246930436085e-05,-1.73159207245144e-05,-9.20052855714615e-05,-0.000146791924898165,-0.000152563355953164,-0.000111447936982659,-0.000101266381351231
386,-0.0433388894044002,0.00142737219228217,0.000244542414628401,7.88196494412863e-05,-1.98615417659198e-05,-9.47797812423934e-05,-0.000150386694807964,-0.000151434182354651,-0.00010726203609817,-0.000102090994353821
387,-0.0433333764270638,0.00142625793827328,0.000243218649105092,7.85131872105271e-05,-2.23930446514586e-05,-9.75265078483334e-05,-0.000153958704785684,-0.000150314589337647,-0.000103109209339612,-0.00010291086415111
388,-0.0433278683550707,0.00142511586911603,0.000241905682567156,7.82053303958752e-05,-2.49104927652066e-05,-0.000100245732559567,-0.000157508051986194,-0.000149204532647135,-9.89893048620599e-05,-0.000103726009645561
389,-0.043322365298098,0.00142394627624864,0.000240603512780879,7.78961025562075e-05,-2.74139491258651e-05,-0.000102937720179996,-0.000161034833613322,-0.000148103968001426,-9.49021707625924e-05,-0.000104536449760287
390,-0.0433163419200338,0.00142227290989438,0.00023976898058059,7.51414915695636e-05,-2.94795495344724e-05,-0.000107268567429486,-0.000160053678653821,-0.000144028992262776,-9.55310180385804e-05,-0.000104595412508304
391,-0.043310316383851,0.00142056191607148,0.000238959842587094,7.23267968020802e-05,-3.15278207551062e-05,-0.00011161903690543,-0.000158922398337147,-0.000139860815208642,-9.63525566874748e-05,-0.000104620463037206
392,-0.0433042977661182,0.00141882630490187,0.000238157983805054,6.95272123201751e-05,-3.35689151926832e-05,-0.000115926258846155,-0.000157801052510814,-0.00013572687256079,-9.71691675042061e-05,-0.000104645491495053
393,-0.0432982861963578,0.00141706643661621,0.000237363361852649,6.67426700016738e-05,-3.56027685305405e-05,-0.000120190669906761,-0.000156689591668702,-0.000131626994212972,-9.7980871727528e-05,-0.000104670497314274
394,-0.0432922818019024,0.00141528266793245,0.000236575933960592,6.39731023062695e-05,-3.7629318837884e-05,-0.000124412702154797,-0.000155587966282122,-0.00012756101003232,-9.8787690616893e-05,-0.000104695479936218
395,-0.043286284707921,0.00141347535208231,0.000235795656984339,6.12184422563167e-05,-3.9648506493406e-05,-0.000128592783135206,-0.000154496126805487,-0.000123528749876742,-9.9589645450239e-05,-0.000104720438810685
396,-0.0432802950374445,0.00141164483883638,0.000235022487416359,5.84786234198997e-05,-4.16602741127869e-05,-0.000132731335935776,-0.000153414023681603,-0.000119530043610483,-0.000100386757521657,-0.000104745373396206
397,-0.0432743129113909,0.00140979147452869,0.000234256381399289,5.57535798932363e-05,-4.36645664771973e-05,-0.000136828779249254,-0.000152341607346035,-0.000115564721121258,-0.00010117904813927,-0.000104770283159875
398,-0.0432683384485908,0.00140791560208287,0.000233497294737484,5.30432462850228e-05,-4.56613304670173e-05,-0.000140885527434076,-0.000151278828232793,-0.000111632612335155,-0.000101966538623093,-0.000104795167577262
399,-0.0432623717658114,0.0014060175610357,0.000232745182910943,5.03475576995038e-05,-4.76505149953343e-05,-0.000144901990573543,-0.000150225636778634,-0.00010773354723316,-0.000102749250302667,-0.000104820026132088
400,-0.0432564129777817,0.00140409768756355,0.000232000001085253,4.76664497232604e-05,-4.9632070945882e-05,-0.000148878574533939,-0.000149181983427837,-0.000103867355865775,-0.000103527204515196,-0.000104844858316355
401,-0.0432504621972157,0.0014021563145063,0.000231261704125296,4.49998584091671e-05,-5.16059511128653e-05,-0.000152815681019713,-0.000148147818637256,-0.000100033868368099,-0.000104300422603294,-0.000104869663630366
402,-0.0432445195348378,0.0014001937713925,0.000230530246607075,4.2347720262792e-05,-5.35721101418973e-05,-0.000156713707629152,-0.000147123092880258,-9.62329149746255e-05,-0.000105068925913325,-0.000104894441582223
403,-0.0432378356522446,0.00139776317605866,0.000227867004148286,4.01503338627318e-05,-5.70476405170606e-05,-0.000156918751918644,-0.000143689327350455,-9.62576989115699e-05,-0.000105220173208534,-0.000104650077058219
404,-0.0432309837462221,0.00139518338694927,0.000224858066629807,3.80474709103518e-05,-6.07918576766009e-05,-0.000156418665350933,-0.00013980342661199,-9.70364370880689e-05,-0.000105246186992182,-0.000104349985223184
405,-0.0432241462334947,0.00139258776736312,0.000221871524698714,3.59530266169084e-05,-6.45127507659105e-05,-0.000155912812728698,-0.000135950707785687,-9.78103629194066e-05,-0.000105272170787055,-0.000104052125515355
406,-0.043217323200068,0.0013899766490566,0.00021890721526846,3.38670478369218e-05,-6.82104645153281e-05,-0.000155401379895836,-0.00013213099535031,-9.85794984867949e-05,-0.000105298124075844,-0.000103756486250897
407,-0.0432104372074297,0.00138732434024169,0.000215959680997024,3.17873629651078e-05,-7.23680024294904e-05,-0.000154401464826148,-0.000128343949311799,-9.93442457982857e-05,-0.00010532435665378,-0.00010346338995236
408,-0.0432035641166502,0.00138465643134666,0.00021303411291046,2.9716268500013e-05,-7.65139876751642e-05,-0.000153384836403314,-0.000124589768143168,-0.000100104224987393,-0.000105350564870571,-0.000103172513058705
409,-0.0431967081870801,0.00138197464922546,0.000210130633610639,2.76539249833285e-05,-8.06225343544797e-05,-0.000152377716592433,-0.000120868280886033,-0.000100859438250223,-0.000105376731500011,-0.000102883825613118
410,-0.0431898694571897,0.00137927930446524,0.000207249074648974,2.56003680622618e-05,-8.46940202668955e-05,-0.000151380051027328,-0.000117179302400239,-0.000101609909224962,-0.000105402856206749,-0.000102597315490074
411,-0.0431830479638306,0.00137657070320901,0.000204389269232885,2.35556314349128e-05,-8.87288188131663e-05,-0.000150391785456172,-0.000113522647967712,-0.000102355661510234,-0.000105428938662507,-0.000102312970596138
412,-0.0431762437422638,0.00137384914722355,0.000201551052182669,2.1519746916554e-05,-9.27272990601802e-05,-0.00014941286574599,-0.000109898133301978,-0.000103096718663501,-0.000105454978545798,-0.000102030778870721
413,-0.0431694568261868,0.00137111493396563,0.000198734259888922,1.94927445064108e-05,-9.66898258083493e-05,-0.00014844323788471,-0.000106305574559151,-0.000103833104199494,-0.000105480975542083,-0.000101750728286235
414,-0.0431626872477609,0.00136836835664789,0.000195938730272571,1.74746524481129e-05,-0.000100616759653338,-0.00014748284798588,-0.00010274478834682,-0.000104564841588953,-0.000105506929343274,-0.000101472806849204
415,-0.043155935037637,0.00136560970430122,0.000193164302747018,1.54654972916446e-05,-0.0001045084570509,-0.000146531642289505,-9.92155917343696e-05,-0.000105291954257319,-0.000105532839647877,-0.000101197002600098
416,-0.0431490397696334,0.00136233907547595,0.000190561650080079,1.29778859860319e-05,-0.00010742399936281,-0.000144977459088536,-9.66778583006422e-05,-0.000105859323608903,-0.000105492661602584,-0.000101286366638989
417,-0.0431415326119504,0.00135722418249962,0.000188561845092305,8.90677891091096e-06,-0.000107212240240351,-0.000141358823071702,-9.74166197296733e-05,-0.000105887219295317,-0.000105214143167755,-0.000102709756166747
418,-0.0431340479207856,0.00135211487598719,0.000186576379779591,4.86141055699996e-06,-0.00010699747631493,-0.000137772931640245,-9.81505756125489e-05,-0.000105915059926256,-0.00010493780832771,-0.000104122973189444
419,-0.0431265856964517,0.00134701133075193,0.000184605190438558,8.41623777336764e-07,-0.000106779845545635,-0.000134219584611794,-9.88797517485762e-05,-0.00010594284525714,-0.000104663644067853,-0.000105526074966097
420,-0.0431191459379435,0.00134191371824455,0.000182648212437408,-3.15273627360391e-06,-0.000106559484004509,-0.00013069858245679,-9.96041738668407e-05,-0.000105970575049741,-0.000104391637419071,-0.000106919118584708
421,-0.0431117286429598,0.00133682220659853,0.000180705380256996,-7.12182220685698e-06,-0.00010633652587877,-0.000127209726306421,-0.000100323867624735,-0.000105998249071843,-0.000104121775458779,-0.000108302160959695
422,-0.0431043338079253,0.00133173696067462,0.00017877662753174,-1.10657844651918e-05,-0.000106111103474693,-0.000123752817959288,-0.000101038858607322,-0.000106025867097084,-0.00010385404531088,-0.00010967525882967
423,-0.0430969614280128,0.00132665814210642,0.000176861887089708,-1.49847713878937e-05,-0.000105883347219837,-0.000120327659889008,-0.000101749172326221,-0.000106053428905156,-0.000103588434146151,-0.000111038468755542
424,-0.0430896114971639,0.00132158590934323,0.000174961090989689,-1.88789292718261e-05,-0.000105653385668258,-0.00011693405525065,-0.000102454834217974,-0.000106080934281619,-0.000103324929183149,-0.00011239184711824
425,-0.0430822840081109,0.00131652041769525,0.000173074170559118,-2.27484024334923e-05,-0.000105421345504619,-0.000113571807887514,-0.000103155869644017,-0.000106108383017695,-0.00010306351768774,-0.000113735450117003
426,-0.0430749789523965,0.00131146181937536,0.000171201056429815,-2.65933332661006e-05,-0.000105187351550073,-0.000110240722337118,-0.000103852303888957,-0.000106135774910532,-0.0001028041869739,-0.000115069333767273
